# 16:37 - 17:56 -> 79 min
# Number	beat-frequency [MHz]	sigma [MHz]
1151	20.0508	0.283936
1152	21.5683	0.302157
1153	27.0913	0.321784
1154	21.8702	0.260474
1155	26.3064	0.549215
1156	23.226	0.502822
1157	17.8962	0.465004
1158	18.6731	0.308968
1159	19.9797	0.356219
1160	29.8823	0.440487
1161	25.9264	0.258588
1162	21.8862	0.193834
1163	20.4488	0.307661
1164	22.1885	0.258896
1165	22.6355	0.233825
1166	26.3795	0.475457
1167	22.4011	0.31465
1168	23.3014	0.404509
1169	30.0666	0.18683
1170	29.4255	0.231884
1171	21.9305	0.408058
1172	25.0131	0.298492
1173	19.6345	0.283325
1174	18.5504	0.342411
1175	21.9809	0.257842
1176	20.6574	0.349508
1177	24.3781	0.368162
1178	21.3564	0.433623
1179	18.2507	0.337804
1180	22.48	0.482032
1181	16.4834	0.286413
1182	23.9176	0.17298
1183	23.4278	0.193235
1184	24.0911	0.280584
1185	22.1553	0.518797
1186	22.8279	0.344
1187	20.9126	0.322116
1188	21.5556	0.237378
1189	24.4276	0.269092
1190	20.2019	0.243833
1191	23.9892	0.31359
1192	24.5771	0.17089
1193	19.8899	0.414032
1194	22.6618	0.250984
1195	21.3602	0.170723
1196	19.7461	0.295818
1197	21.3014	0.330238
1198	23.6629	0.325179
1199	18.9679	0.239649
1200	20.0913	0.235048
1201	28.6005	0.187796
1202	21.2896	0.427199
1203	19.8178	0.421844
1204	27.1218	0.283248
1205	23.746	0.182681
1206	21.9919	0.421548
1207	21.0909	0.325339
1208	22.3276	0.222639
1209	20.0942	0.435813
1210	22.7588	0.342282
1211	22.3212	0.317441
1212	22.0752	0.385621
1213	23.8368	0.380861
1214	19.8138	0.322539
1215	22.2396	0.235676
1216	19.1729	0.316402
1217	25.0678	0.168173
1218	21.4617	0.278736
1219	22.2511	0.302168
1220	21.4129	0.40754
1221	22.9464	0.339135
1222	21.3621	0.398173
1223	24.507	0.169508
1224	21.3223	0.406775
1225	23.1313	0.227129
1226	21.0438	0.197354
1227	19.1366	0.49591
1228	15.9821	0.385829
1229	22.2887	0.247017
1230	24.1148	0.19081
1231	21.6068	0.397535
1232	25.2405	0.229525
1233	31.5401	0.166736
1234	23.2101	0.140676
1235	25.9629	0.228649
1236	22.1593	0.376331
1237	19.2361	0.278128
1238	24.0242	0.240186
1239	19.191	0.41284
1240	17.3834	0.458076
1241	21.8875	0.388557
1242	19.8134	0.370626
1243	16.141	0.362319
1244	19.774	0.253501
1245	23.903	0.312805
1246	23.1499	0.292139
1247	21.2908	0.41316
1248	21.5929	0.213761
1249	21.2087	0.315584
1250	24.4285	0.337124
1251	16.1161	0.258669
1252	20.019	0.293897
1253	19.6028	0.42894
1254	19.9887	0.245147
1255	24.5465	0.266322
1256	20.4059	0.540222
1257	17.5723	0.488743
1258	28.1775	0.235937
1259	21.7283	0.309946
1260	25.0512	0.222577
1261	21.5564	0.34107
1262	24.2647	0.277036
1263	25.4875	0.269697
1264	21.8603	0.28228
1265	19.0311	0.49503
1266	21.0968	0.228833
1267	23.2537	0.359892
1268	19.6508	0.293858
1269	22.9891	0.163115
1270	27.006	0.342445
1271	21.4986	0.369022
1272	21.5443	0.299227
1273	22.6303	0.469971
1274	16.1813	0.512825
1275	22.26	0.297078
1276	21.5332	0.29239
1277	23.1828	0.288109
1278	22.5625	0.237868
1279	22.6391	0.469635
1280	24.7599	0.227185
1281	23.6853	0.33836
1282	25.6923	0.296391
1283	18.6428	0.336898
1284	24.0536	0.317694
1285	24.2402	0.2641
1286	23.9273	0.301235
1287	23.1029	0.348084
1288	26.1152	0.213876
1289	23.976	0.372817
1290	22.3591	0.170291
1291	16.6786	0.251342
1292	22.5911	0.299421
1293	17.6818	0.509106
1294	21.3124	0.488141
1295	19.0899	0.229448
1296	24.4369	0.218093
1297	24.0513	0.469505
1298	22.5123	0.259812
1299	23.4188	0.174704
1300	27.4448	0.297131
1301	18.7436	0.383381
1302	20.8604	0.229118
1303	25.5372	0.288613
1304	21.1239	0.321219
1305	24.3821	0.164216
1306	23.6142	0.336722
1307	19.6245	0.249531
1308	19.3293	0.401042
1309	21.477	0.325769
1310	23.1647	0.363563
1311	26.3764	0.307507
1312	24.3849	0.34508
1313	28.0395	0.339535
1314	26.4659	0.207502
1315	19.787	0.381728
1316	21.0182	0.497189
1317	28.0147	0.423273
1318	24.4204	0.365073
1319	21.3652	0.375829
1320	20.6918	0.348186
1321	21.3074	0.285973
1322	18.6881	0.31731
1323	20.5824	0.306822
1324	20.5062	0.307364
1325	25.1748	0.236877
1326	20.5483	0.317293
1327	22.6073	0.330921
1328	30.5626	0.239171
1329	20.945	0.364538
1330	23.2048	0.313048
1331	25.6642	0.224657
1332	19.3591	0.231373
1333	19.149	0.357526
1334	26.0006	0.205902
1335	20.1948	0.360114
1336	21.9857	0.298017
1337	24.0967	0.369025
1338	24.3985	0.301236
1339	18.1826	0.329563
1340	18.743	0.329792
1341	22.1303	0.450708
1342	19.7813	0.389033
1343	17.5344	0.222704
1344	25.4546	0.324328
1345	20.8111	0.240451
1346	18.3566	0.220656
1347	23.5068	0.217995
1348	24.1978	0.294349
1349	21.2229	0.426386
1350	23.5823	0.393869
1351	26.192	0.353736
1352	15.8744	0.270901
1353	20.6417	0.411319
1354	21.0497	0.23804
1355	19.9891	0.275307
1356	26.2968	0.243546
1357	21.874	0.334577
1358	20.3123	0.301406
1359	21.5938	0.385336
1360	23.1425	0.222865
1361	22.3383	0.257969
1362	20.8923	0.330385
1363	30.3642	0.279997
1364	23.4602	0.199231
1365	23.9771	0.369942
1366	23.0371	0.441041
1367	20.977	0.309663
1368	24.8197	0.27606
1369	23.2549	0.213336
1370	22.356	0.298083
1371	22.1509	0.311123
1372	17.5084	0.31355
1373	25.1952	0.214602
1374	19.8535	0.231808
1375	21.6503	0.43628
1376	26.3194	0.23194
1377	22.6467	0.346706
1378	17.9277	0.433545
1379	20.5482	0.371733
1380	20.6419	0.372603
1381	22.5767	0.318572
1382	25.1315	0.426464
1383	22.6308	0.392156
1384	21.981	0.3581
1385	23.171	0.243424
1386	24.175	0.287686
1387	21.4395	0.377058
1388	20.5684	0.321104
1389	26.4576	0.340591
1390	27.1321	0.356549
1391	21.6089	0.356095
1392	25.9714	0.277424
1393	16.3092	0.218312
1394	16.6912	0.23302
1395	17.7922	0.394346
1396	25.7942	0.298631
1397	20.9491	0.318222
1398	28.3708	0.187241
1399	20.8188	0.397344
1400	21.1884	0.269244
1401	23.9506	0.361487
1402	19.7973	0.356171
1403	22.9393	0.278216
1404	22.7869	0.207407
1405	22.0148	0.349626
1406	17.1001	0.32813
1407	22.3975	0.181633
1408	18.7414	0.316154
1409	24.7698	0.27699
1410	24.6231	0.310831
1411	22.0465	0.372323
1412	23.0559	0.363762
1413	26.082	0.265903
1414	23.0959	0.320342
1415	21.9143	0.293373
1416	21.2264	0.433593
1417	24.3365	0.432297
1418	25.7873	0.151204
1419	29.4411	0.187466
1420	22.1719	0.291153
1421	22.3566	0.455421
1422	21.0961	0.345145
1423	22.9948	0.256874
1424	21.5549	0.363089
1425	22.2634	0.310068
1426	17.3873	0.30966
1427	26.6299	0.26246
1428	21.8737	0.425203
1429	16.8909	0.221272
1430	22.2772	0.375391
1431	22.3705	0.153708
1432	18.7435	0.338483
1433	23.9554	0.27509
1434	19.8593	0.479865
1435	19.9958	0.337034
1436	19.2226	0.572323
1437	21.5363	0.283683
1438	24.0915	0.357514
1439	21.7836	0.408155
1440	25.6327	0.246879
1441	22.8803	0.460163
1442	26.6356	0.205366
1443	22.9907	0.254385
1444	23.7832	0.244204
1445	18.1414	0.261612
1446	25.1564	0.439909
1447	20.1312	0.356167
1448	23.1228	0.235973
1449	21.6556	0.348794
1450	22.3638	0.31709
1451	17.9706	0.393258
1452	23.6384	0.358635
1453	22.9776	0.343718
1454	24.1408	0.230802
1455	22.1011	0.380477
1456	20.1525	0.388819
1457	20.9552	0.391124
1458	19.1516	0.315424
1459	18.1215	0.250617
1460	26.7739	0.350162
1461	21.5506	0.22863
1462	20.0194	0.291995
1463	21.2303	0.504902
1464	22.9471	0.543752
1465	22.8692	0.322193
1466	21.6201	0.293845
1467	24.183	0.24865
1468	16.8782	0.334235
1469	20.6679	0.292953
1470	14.9792	0.346339
1471	18.5268	0.211813
1472	21.6438	0.422574
1473	23.8502	0.367959
1474	23.4112	0.195511
1475	26.3224	0.389353
1476	22.2024	0.207096
1477	26.8907	0.326811
1478	23.2066	0.180748
1479	24.5312	0.368508
1480	25.044	0.368669
1481	22.2587	0.323665
1482	19.4021	0.370319
1483	20.7079	0.368721
1484	25.8327	0.315617
1485	25.7565	0.29669
1486	23.135	0.403517
1487	23.3466	0.20156
1488	25.3205	0.350008
1489	25.1453	0.275988
1490	27.0879	0.243802
1491	26.012	0.238959
1492	24.5239	0.221753
1493	24.516	0.351673
1494	26.9356	0.217902
1495	28.018	0.228276
1496	26.4062	0.356721
1497	27.7061	0.228894
1498	24.7849	0.378743
1499	27.8081	0.367899
1500	25.0521	0.177537
1501	25.371	0.364847
1502	23.272	0.381622
1503	23.0222	0.408434
1504	24.9851	0.309097
1505	22.6139	0.504764
1506	27.4573	0.2702
1507	25.6323	0.478324
1508	28.3719	0.120107
1509	25.3059	0.23166
1510	27.861	0.270743
1511	28.6116	0.288252
1512	24.3409	0.273565
1513	24.9015	0.361981
1514	26.7165	0.25532
1515	26.2437	0.221887
1516	30.162	0.274599
1517	27.9491	0.356591
1518	25.1906	0.242707
1519	23.497	0.259291
1520	25.829	0.277198
1521	26.6803	0.215518
1522	28.2055	0.254245
1523	29.2245	0.274698
1524	30.3754	0.306974
1525	27.3829	0.33151
1526	25.6734	0.170753
1527	27.2035	0.238523
1528	26.3088	0.295788
1529	27.693	0.216166
1530	24.0309	0.326725
1531	24.9158	0.259479
1532	27.5776	0.39741
1533	27.6879	0.220967
1534	25.4728	0.294593
1535	26.2091	0.269816
1536	24.984	0.328581
1537	25.4038	0.325011
1538	24.0676	0.358676
1539	25.6935	0.201965
1540	28.8498	0.40784
1541	29.0909	0.194676
1542	26.823	0.232994
1543	29.2864	0.248979
1544	29.224	0.221484
1545	30.7278	0.137913
1546	25.6687	0.42803
1547	26.2654	0.417885
1548	26.0546	0.360043
1549	28.7318	0.258591
1550	26.1841	0.293927
1551	26.9492	0.247592
1552	25.3243	0.304803
1553	28.7594	0.269348
1554	28.6601	0.261768
1555	26.1199	0.329301
1556	27.2908	0.305651
1557	24.1492	0.33622
1558	26.6943	0.235267
1559	24.5226	0.275094
1560	27.5742	0.127185
1561	21.6367	0.375687
1562	21.9894	0.44615
1563	22.6281	0.321753
1564	24.5673	0.368828
1565	23.9678	0.280081
1566	24.5664	0.153824
1567	22.1525	0.474192
1568	25.1889	0.222231
1569	24.0038	0.314071
1570	26.1636	0.24514
1571	21.8953	0.360178
1572	23.4617	0.510161
1573	26.9731	0.365584
1574	21.1587	0.243696
1575	23.6898	0.300046
1576	23.2351	0.373184
1577	26.5509	0.301919
1578	22.2102	0.27096
1579	23.0646	0.224907
1580	26.8066	0.27303
1581	23.5264	0.230355
1582	25.9151	0.352337
1583	23.9245	0.351191
1584	24.2465	0.396655
1585	20.5539	0.395032
1586	22.6003	0.368703
1587	27.3145	0.234827
1588	24.1744	0.263709
1589	24.6683	0.344979
1590	22.2536	0.351209
1591	26.1955	0.156629
1592	20.3303	0.237853
1593	26.5132	0.249688
1594	22.4616	0.293816
1595	19.6385	0.314404
1596	20.2767	0.336708
1597	24.0838	0.300558
1598	19.8093	0.339795
1599	18.5111	0.282728
1600	23.0484	0.64357
1601	23.4162	0.328351
1602	18.0496	0.391159
1603	21.4486	0.334238
1604	19.7521	0.37721
1605	22.5262	0.299561
1606	23.9984	0.193356
1607	20.301	0.358663
1608	22.1965	0.419616
1609	15.7719	0.466505
1610	21.7809	0.273284
1611	21.9555	0.385267
1612	20.508	0.361969
1613	19.0937	0.317209
1614	18.9516	0.369644
1615	23.2473	0.174228
1616	20.9338	0.258725
1617	21.1032	0.309371
1618	18.4934	0.36153
1619	20.1684	0.369205
1620	19.2463	0.426807
1621	20.3358	0.319886
1622	19.3733	0.224899
1623	19.7922	0.222751
1624	18.9877	0.424447
1625	18.1069	0.241263
1626	19.6786	0.246652
1627	17.0201	0.434418
1628	17.322	0.408239
1629	16.9467	0.322631
1630	14.2856	0.526392
1631	20.1287	0.320405
1632	18.3181	0.418259
1633	19.1344	0.484018
1634	21.233	0.282683
1635	23.1759	0.25582
1636	20.5433	0.343925
1637	18.6722	0.368781
1638	19.8908	0.503215
1639	18.2937	0.198821
1640	17.379	0.392916
1641	16.949	0.490909
1642	19.6256	0.271479
1643	23.0673	0.230029
1644	24.3106	0.24381
1645	21.4744	0.34945
1646	25.276	0.354549
1647	21.1905	0.327177
1648	25.3653	0.313094
1649	22.8491	0.164786
1650	25.2524	0.235055
1651	25.5965	0.153271
1652	21.5268	0.308238
1653	24.7242	0.519908
1654	22.8646	0.443269
1655	22.8838	0.523983
1656	22.8011	0.380741
1657	18.2451	0.532932
1658	19.52	0.277579
1659	20.2285	0.362641
1660	20.2345	0.332276
1661	19.9077	0.211927
1662	18.895	0.40617
1663	21.5748	0.306993
1664	19.5695	0.324591
1665	19.6838	0.327058
1666	22.4519	0.283216
1667	21.2426	0.280521
1668	19.2858	0.32093
1669	22.0132	0.39975
1670	19.4414	0.277898
1671	22.3129	0.290391
1672	19.6458	0.350302
1673	23.0657	0.426452
1674	23.1714	0.285175
1675	21.9932	0.323432
1676	22.1464	0.31586
1677	21.134	0.316939
1678	22.5619	0.428182
1679	25.9664	0.372088
1680	26.6698	0.433759
1681	23.4438	0.170276
1682	21.4584	0.288474
1683	26.1291	0.323877
1684	20.4659	0.323334
1685	22.6731	0.411831
1686	23.8958	0.25243
1687	21.6739	0.297788
1688	25.5677	0.43867
1689	19.9569	0.397966
1690	18.9732	0.35372
1691	20.3229	0.287112
1692	22.7406	0.315314
1693	19.6097	0.415623
1694	22.9873	0.333303
1695	25.7418	0.256653
1696	24.6414	0.346738
1697	26.3245	0.325612
1698	25.7065	0.176592
1699	25.8793	0.217884
1700	26.3776	0.346038
1701	26.9396	0.294771
1702	27.5199	0.329229
1703	28.9613	0.301365
1704	29.941	0.334951
1705	26.7648	0.127679
1706	27.7324	0.216669
1707	27.1958	0.315169
1708	27.6446	0.322424
1709	25.0226	0.240401
1710	28.5818	0.222781
1711	31.8359	0.184976
1712	27.8313	0.322792
1713	28.5962	0.231191
1714	27.7061	0.241731
1715	27.1274	0.330421
1716	29.4701	0.252943
1717	28.9532	0.231528
1718	26.9905	0.326297
1719	30.2842	0.208234
1720	28.8546	0.343207
1721	31.7278	0.375557
1722	29.3007	0.275849
1723	27.8314	0.269799
1724	25.2282	0.134042
1725	28.4559	0.222552
1726	25.1179	0.227601
1727	27.8951	0.255495
1728	23.7865	0.350402
1729	26.3038	0.342381
1730	24.3718	0.259033
1731	28.4159	0.464789
1732	26.5591	0.418126
1733	28.4755	0.214309
1734	30.509	0.209053
1735	29.0459	0.377778
1736	29.6599	0.326049
1737	27.3485	0.281535
1738	30.0342	0.189561
1739	30.4894	0.288926
1740	30.1989	0.348212
1741	28.0515	0.172308
1742	26.5741	0.307493
1743	25.893	0.288883
1744	27.3971	0.293749
1745	30.2133	0.353918
1746	28.6944	0.284656
1747	31.0535	0.262963
1748	28.8844	0.274325
1749	31.0591	0.23534
1750	33.5391	0.284124
1751	31.4971	0.250612
1752	29.1651	0.283788
1753	27.9586	0.358938
1754	29.5458	0.266929
1755	27.6143	0.301603
1756	30.6947	0.142193
1757	29.0745	0.245149
1758	32.7764	0.247941
1759	31.6781	0.241876
1760	32.1161	0.281653
1761	29.8189	0.273754
1762	30.2564	0.268382
1763	28.6963	0.227222
1764	30.5109	0.24478
1765	31.4999	0.141467
1766	32.3502	0.406576
1767	30.7502	0.327476
1768	31.9907	0.302747
1769	31.393	0.204535
1770	34.7911	0.190149
1771	29.3149	0.134254
1772	31.8016	0.478718
1773	31.071	0.281568
1774	29.3182	0.202623
1775	30.774	0.112
1776	30.1583	0.294083
1777	34.6605	0.221742
1778	33.9548	0.248355
1779	31.2251	0.269811
1780	31.617	0.321965
1781	30.1633	0.135469
1782	31.2301	0.306133
1783	31.765	0.231318
1784	35.7825	0.364106
1785	35.0018	0.131996
1786	30.1717	0.252151
1787	32.9563	0.298612
1788	33.8706	0.193253
1789	33.9977	0.299949
1790	33.0805	0.168483
1791	30.7039	0.295528
1792	33.6222	0.203066
1793	31.2429	0.31314
1794	33.8637	0.416098
1795	34.5644	0.117775
1796	33.0439	0.251539
1797	32.0011	0.276562
1798	31.6274	0.217413
1799	33.2648	0.2006
1800	33.4868	0.203782
1801	30.7106	0.262772
1802	33.5773	0.152249
1803	31.4379	0.290749
1804	34.5663	0.209628
1805	33.1813	0.245649
1806	32.3924	0.348636
1807	31.9368	0.182242
1808	33.194	0.116192
1809	33.7532	0.150569
1810	32.7896	0.276715
1811	34.0726	0.297995
1812	33.8628	0.176757
1813	33.1665	0.25637
1814	35.1015	0.197704
1815	34.8872	0.229507
1816	34.3517	0.18906
1817	32.7082	0.236058
1818	34.9575	0.17292
1819	33.2103	0.358411
1820	34.5747	0.173063
1821	34.6077	0.114298
1822	33.7861	0.257689
1823	32.2569	0.358103
1824	37.0121	0.241496
1825	37.6508	0.131723
1826	34.8116	0.262736
1827	36.4516	0.312076
1828	33.9307	0.193626
1829	38.5067	0.152668
1830	37.8073	0.170346
1831	33.6211	0.248786
1832	39.3165	0.188698
1833	35.3026	0.144157
1834	36.5104	0.141728
1835	38.4752	0.266828
1836	39.4121	0.281394
1837	39.6364	0.210232
1838	34.6392	0.173525
1839	38.8677	0.275556
1840	36.5657	0.382831
1841	36.028	0.177749
1842	34.0389	0.0963741
1843	34.574	0.243829
1844	37.6992	0.20595
1845	38.5062	0.261056
1846	38.0273	0.208778
1847	36.1804	0.183707
1848	37.4945	0.306822
1849	36.4529	0.329925
1850	35.4414	0.239539
1851	32.4826	0.296008
1852	38.1388	0.131612
1853	36.4806	0.246704
1854	36.5817	0.308328
1855	35.2407	0.185957
1856	35.6126	0.1725
1857	36.8227	0.166183
1858	36.5726	0.226407
1859	32.9179	0.34911
1860	38.164	0.142307
1861	39.2854	0.155011
1862	40.5602	0.175438
1863	39.6645	0.242017
1864	37.7963	0.247899
1866	41.5965	0.199763
1867	39.2736	0.248547
1868	38.5516	0.159896
1869	37.2769	0.373447
1870	39.8612	0.212038
1871	38.3566	0.213883
1872	38.5668	0.200003
1873	37.3367	0.182261
1874	38.4398	0.352077
1875	40.9899	0.250546
1876	39.0221	0.229003
1877	39.0797	0.213754
1878	40.4234	0.190855
1879	37.7829	0.139528
1880	38.493	0.246694
1881	39.4478	0.172617
1882	39.0167	0.255182
1883	38.6331	0.252806
1884	36.192	0.181667
1886	41.2064	0.382245
1887	36.0592	0.220213
1888	38.7828	0.259159
1889	35.8557	0.14565
1890	35.989	0.246056
1891	37.9971	0.286797
1892	38.3622	0.159571
1893	39.4657	0.195311
1894	37.3456	0.1808
1895	37.6233	0.216657
1896	38.624	0.18092
1897	37.0251	0.0984484
1898	40.8501	0.203529
1899	39.5643	0.230848
1900	38.097	0.17763
1901	39.3664	0.22654
1902	41.2261	0.111603
1903	39.1162	0.10949
1904	40.1011	0.101385
1905	37.8136	0.154769
1906	39.4299	0.245039
1907	37.8676	0.312105
1908	37.3677	0.0863642
1909	40.2623	0.344628
1910	40.193	0.169521
1911	39.0278	0.275079
1912	41.6368	0.348357
1913	39.9203	0.19387
1914	39.6655	0.320987
1915	41.4416	0.223022
1916	40.9505	0.243597
1918	38.4276	0.24662
1919	39.7971	0.292507
1921	38.0064	0.237331
1922	41.3269	0.183958
1923	41.7131	0.202466
1924	40.0051	0.158262
1925	40.1453	0.323606
1926	40.5547	0.218398
1927	38.0352	0.300176
1928	36.5036	0.250475
1929	35.4868	0.24506
1930	35.4024	0.246759
1931	39.6273	0.257584
1932	38.2626	0.257518
1933	36.2987	0.199754
1934	37.1709	0.23477
1935	38.4633	0.114738
1936	39.0584	0.155377
1937	37.5901	0.186774
1938	39.6963	0.191724
1939	40.6624	0.257539
1940	41.1403	0.210528
1941	37.4459	0.255325
1942	41.1102	0.239573
1943	39.6097	0.27393
1944	40.0063	0.171058
1945	36.4952	0.222741
1946	37.0268	0.24159
1947	36.182	0.288303
1948	39.7081	0.193966
1949	38.2104	0.232772
1950	38.5117	0.134854
1951	35.5002	0.149331
1952	36.3657	0.32982
1953	36.3302	0.293166
1954	39.6928	0.15844
1955	40.3605	0.328741
1956	39.5692	0.320276
1957	37.9766	0.163051
1958	35.7648	0.147222
1959	37.7238	0.125327
1960	36.2763	0.366361
1961	39.4384	0.307294
1962	37.8195	0.236399
1963	41.3268	0.168808
1964	39.2127	0.148115
1965	41.5392	0.17665
1966	35.4013	0.14925
1967	38.6466	0.396104
1968	38.0242	0.17634
1969	38.556	0.220252
1970	36.656	0.212674
1971	39.9842	0.13629
1972	39.9368	0.19666
1973	36.4362	0.286948
1974	40.3637	0.171761
1975	40.1235	0.352393
1976	35.2724	0.214949
1977	36.3025	0.167277
1978	39.3675	0.162942
1979	37.4836	0.166732
1980	35.2093	0.278608
1981	36.9369	0.165711
1982	31.9816	0.144777
1983	34.6055	0.247721
1984	38.0969	0.460404
1985	39.8344	0.240164
1986	37.9058	0.345778
1987	35.7194	0.267034
1988	37.2761	0.174685
1989	38.81	0.141541
1990	36.1954	0.199075
1991	36.1413	0.165555
1992	37.0872	0.190529
1993	39.604	0.224302
1994	39.6422	0.187365
1995	36.6822	0.136234
1996	36.2248	0.261386
1997	34.7803	0.191469
1998	34.6604	0.210877
1999	37.2871	0.177559
2000	36.9136	0.17288
2001	38.1713	0.217858
2002	39.521	0.184042
2003	34.5655	0.269097
2004	34.7934	0.204639
2005	40.7819	0.0984609
2006	42.4134	0.231661
2007	41.8896	0.199964
2008	37.3468	0.262939
2009	35.5134	0.377182
2010	32.8438	0.164916
2011	38.0993	0.164747
2012	38.2542	0.133743
2013	37.575	0.1308
2014	37.9807	0.197435
2015	35.5337	0.2874
2016	38.1811	0.274011
2017	43.7799	0.178414
2018	42.1296	0.163881
2019	40.211	0.292873
2020	37.8367	0.313556
2021	40.2854	0.221233
2022	39.5727	0.311517
2023	37.7233	0.301279
2024	39.8903	0.285207
2025	41.0754	0.192253
2026	42.751	0.154817
2027	39.4002	0.233678
2028	39.6577	0.21019
2029	36.57	0.252919
2030	41.0608	0.118882
2031	40.6653	0.402921
2032	40.416	0.201782
2033	39.3532	0.199123
2034	40.7419	0.35512
2035	43.3424	0.189691
2036	44.064	0.101443
2037	44.2386	0.204622
2038	39.2595	0.359159
2039	42.2978	0.245343
2040	40.9519	0.158815
2041	38.3678	0.186422
2042	36.5045	0.214479
2043	41.6707	0.257232
2044	36.5799	0.315643
2045	38.692	0.170916
2046	39.159	0.277875
2047	35.8648	0.265949
2048	40.3597	0.102209
2049	38.323	0.123174
2050	38.2315	0.259677
2051	36.3011	0.278324
2052	38.8654	0.219996
2053	38.847	0.261626
2054	37.737	0.0984186
2055	35.4468	0.169273
2056	37.1308	0.258923
2057	36.4369	0.232588
2058	35.545	0.233889
2059	37.3681	0.424029
2060	35.7551	0.219119
2061	40.1724	0.121908
2062	40.4947	0.324896
2063	36.3509	0.271033
2064	35.2362	0.144645
2065	39.7204	0.304078
2066	37.405	0.141777
2067	34.9219	0.355781
2068	38.0405	0.245341
2069	38.0966	0.293789
2070	37.8699	0.229289
2071	36.4229	0.263277
2072	36.9057	0.182647
2073	38.6484	0.256889
2074	37.6526	0.175691
2075	37.0391	0.205856
2076	37.1769	0.166172
2077	35.9558	0.426986
2078	37.4213	0.191283
2079	36.3036	0.436238
2080	38.9114	0.41177
2081	34.7964	0.31488
2082	34.7501	0.188848
2083	37.2009	0.192265
2084	33.7554	0.25671
2085	36.9827	0.174358
2086	34.5786	0.243371
2087	35.9841	0.214334
2088	37.5487	0.263978
2089	40.1497	0.189917
2090	34.5893	0.338994
2091	36.3824	0.128615
2092	37.8012	0.130197
2093	39.2824	0.225569
2094	39.6342	0.214485
2095	39.084	0.255584
2096	38.944	0.171743
2098	38.083	0.288046
2099	36.2329	0.222644
2100	37.4752	0.228756
2101	38.7282	0.190131
2102	37.3586	0.198147
2103	34.2959	0.244702
2104	38.5268	0.249509
2105	40.3139	0.220443
2106	37.7395	0.0977056
2107	37.9791	0.13573
2108	37.8442	0.23075
2109	36.8171	0.221542
2110	39.9163	0.10861
2111	37.2264	0.22115
2112	33.5373	0.211532
2113	34.3437	0.144636
2114	37.4718	0.131753
2115	35.257	0.171046
2116	37.1881	0.198377
2117	36.745	0.247486
2118	33.1171	0.20096
2119	36.9989	0.352279
2120	34.0804	0.242805
2121	37.9425	0.183063
2122	37.1184	0.206616
2123	33.3898	0.20752
2124	32.3553	0.22356
