#Laser3  
-300.000000 217.000000 
-298.998331 17.000000 
-297.996661 5.000000 
-296.994992 3.000000 
-295.993322 5.000000 
-294.991653 2.000000 
-293.989983 7.000000 
-292.988314 2.000000 
-291.986644 5.000000 
-290.984975 2.000000 
-289.983306 7.000000 
-288.981636 1.000000 
-287.979967 3.000000 
-286.978297 4.000000 
-285.976628 1.000000 
-284.974958 2.000000 
-283.973289 3.000000 
-282.971619 0.000000 
-281.969950 4.000000 
-280.968280 8.000000 
-279.966611 5.000000 
-278.964942 9.000000 
-277.963272 3.000000 
-276.961603 1.000000 
-275.959933 7.000000 
-274.958264 4.000000 
-273.956594 1.000000 
-272.954925 5.000000 
-271.953255 3.000000 
-270.951586 4.000000 
-269.949917 3.000000 
-268.948247 5.000000 
-267.946578 5.000000 
-266.944908 4.000000 
-265.943239 9.000000 
-264.941569 1.000000 
-263.939900 7.000000 
-262.938230 8.000000 
-261.936561 5.000000 
-260.934891 2.000000 
-259.933222 6.000000 
-258.931553 5.000000 
-257.929883 4.000000 
-256.928214 6.000000 
-255.926544 7.000000 
-254.924875 2.000000 
-253.923205 3.000000 
-252.921536 9.000000 
-251.919866 2.000000 
-250.918197 2.000000 
-249.916528 5.000000 
-248.914858 5.000000 
-247.913189 6.000000 
-246.911519 5.000000 
-245.909850 4.000000 
-244.908180 7.000000 
-243.906511 6.000000 
-242.904841 6.000000 
-241.903172 5.000000 
-240.901503 5.000000 
-239.899833 6.000000 
-238.898164 4.000000 
-237.896494 7.000000 
-236.894825 5.000000 
-235.893155 14.000000 
-234.891486 6.000000 
-233.889816 4.000000 
-232.888147 8.000000 
-231.886477 4.000000 
-230.884808 9.000000 
-229.883139 7.000000 
-228.881469 5.000000 
-227.879800 6.000000 
-226.878130 1.000000 
-225.876461 7.000000 
-224.874791 5.000000 
-223.873122 6.000000 
-222.871452 2.000000 
-221.869783 5.000000 
-220.868114 6.000000 
-219.866444 7.000000 
-218.864775 5.000000 
-217.863105 5.000000 
-216.861436 7.000000 
-215.859766 10.000000 
-214.858097 7.000000 
-213.856427 7.000000 
-212.854758 8.000000 
-211.853088 5.000000 
-210.851419 5.000000 
-209.849750 3.000000 
-208.848080 3.000000 
-207.846411 5.000000 
-206.844741 2.000000 
-205.843072 5.000000 
-204.841402 9.000000 
-203.839733 4.000000 
-202.838063 11.000000 
-201.836394 1.000000 
-200.834725 8.000000 
-199.833055 12.000000 
-198.831386 6.000000 
-197.829716 7.000000 
-196.828047 10.000000 
-195.826377 10.000000 
-194.824708 10.000000 
-193.823038 11.000000 
-192.821369 7.000000 
-191.819699 6.000000 
-190.818030 13.000000 
-189.816361 4.000000 
-188.814691 13.000000 
-187.813022 6.000000 
-186.811352 12.000000 
-185.809683 10.000000 
-184.808013 11.000000 
-183.806344 9.000000 
-182.804674 9.000000 
-181.803005 17.000000 
-180.801336 9.000000 
-179.799666 11.000000 
-178.797997 6.000000 
-177.796327 15.000000 
-176.794658 13.000000 
-175.792988 10.000000 
-174.791319 13.000000 
-173.789649 9.000000 
-172.787980 4.000000 
-171.786311 17.000000 
-170.784641 10.000000 
-169.782972 9.000000 
-168.781302 21.000000 
-167.779633 10.000000 
-166.777963 3.000000 
-165.776294 9.000000 
-164.774624 15.000000 
-163.772955 10.000000 
-162.771285 5.000000 
-161.769616 10.000000 
-160.767947 10.000000 
-159.766277 5.000000 
-158.764608 9.000000 
-157.762938 10.000000 
-156.761269 9.000000 
-155.759599 13.000000 
-154.757930 5.000000 
-153.756260 13.000000 
-152.754591 11.000000 
-151.752922 13.000000 
-150.751252 18.000000 
-149.749583 8.000000 
-148.747913 21.000000 
-147.746244 19.000000 
-146.744574 12.000000 
-145.742905 13.000000 
-144.741235 10.000000 
-143.739566 9.000000 
-142.737896 14.000000 
-141.736227 15.000000 
-140.734558 11.000000 
-139.732888 23.000000 
-138.731219 14.000000 
-137.729549 16.000000 
-136.727880 10.000000 
-135.726210 19.000000 
-134.724541 16.000000 
-133.722871 13.000000 
-132.721202 14.000000 
-131.719533 19.000000 
-130.717863 12.000000 
-129.716194 31.000000 
-128.714524 13.000000 
-127.712855 15.000000 
-126.711185 19.000000 
-125.709516 11.000000 
-124.707846 13.000000 
