361.645835	1714.0
361.645833	1606.2222222222222
361.645839	1552.0
361.645838	1631.5
361.645836	1701.5
361.645841	1492.5
361.645842	1547.5
361.645843	1106.5
361.645847	1002.75
361.645846	868.5
361.645848	863.4
361.64585	830.0
361.645855	596.0
361.645859	292.5
361.645861	407.0
361.645863	275.0
361.645867	322.0
361.645866	186.33333333333334
361.645868	199.0
361.64587	135.0
361.645871	131.66666666666666
361.645872	115.0
361.645874	73.66666666666667
361.645875	91.0
361.645876	90.0
361.645882	41.0
361.645883	31.0
361.645887	33.0
361.645888	25.0
361.645885	30.0
361.645894	19.0
361.645901	24.0
361.645904	15.0
361.645906	19.0
361.645907	20.5
361.645908	16.75
361.645909	12.0
361.64591	9.0
361.645915	11.5
361.645917	12.0
361.645921	6.0
361.645926	15.0
361.645924	5.0
361.645922	7.666666666666667
361.645929	7.75
361.645932	10.0
361.64593	11.0
361.645933	7.5
361.645936	8.666666666666666
361.645935	6.5
361.64594	9.0
361.645939	6.0
361.645943	5.0
361.645949	5.0
361.64595	5.0
361.645937	8.0
361.645945	7.0
361.645938	7.0
361.645934	10.333333333333334
361.645927	9.0
361.645914	12.0
361.645912	12.5
361.645916	18.0
361.645902	18.0
361.645905	13.0
361.645897	16.0
361.6459	26.0
361.645891	36.0
361.645884	32.0
361.645881	50.0
361.645879	56.0
361.645877	56.0
361.645864	240.0
361.645854	384.0
361.645851	677.0
361.645845	1051.0
361.645837	1551.0
361.645834	1677.0
361.645831	1513.6666666666667
361.645829	1601.5
361.645828	1457.0
361.645826	1287.0
361.645825	1370.0
361.645822	1354.0
361.645823	910.5
361.64582	1235.0
361.645819	867.1666666666666
361.645821	1110.0
361.645816	767.0
361.645815	897.0
361.645813	502.0
361.64581	537.0
361.645811	343.5
361.645812	434.5
361.645805	513.0
361.645808	403.0
361.645806	398.0
361.645807	158.33333333333334
361.645804	280.0
361.645801	152.0
361.645802	153.0
361.645799	140.0
361.645795	88.0
361.645793	62.5
361.645792	66.5
361.645791	66.0
361.64579	47.0
361.645786	32.0
361.645785	38.0
361.645783	27.5
361.645782	19.5
361.64578	14.0
361.645778	23.0
361.645774	19.0
361.645773	17.5
361.645772	9.0
361.645771	14.0
361.645768	11.0
361.645767	19.0
361.645766	17.0
361.645765	10.0
361.645763	12.0
361.645764	7.5
361.645759	12.0
361.645758	5.0
361.645757	10.5
361.645756	7.0
361.645751	6.6
361.645754	8.0
361.645746	7.0
361.645744	7.5
361.64575	2.0
361.645761	9.0
361.64577	9.0
361.645779	13.0
361.645787	21.0
361.645798	62.0
361.645803	91.5
361.645814	437.0
361.645827	1383.0
361.64584	1682.0
