-300,000000 83,000000 
-298,998331 0,000000 
-297,996661 0,000000 
-296,994992 1,000000 
-295,993322 2,000000 
-294,991653 1,000000 
-293,989983 0,000000 
-292,988314 0,000000 
-291,986644 0,000000 
-290,984975 1,000000 
-289,983306 0,000000 
-288,981636 0,000000 
-287,979967 0,000000 
-286,978297 0,000000 
-285,976628 0,000000 
-284,974958 0,000000 
-283,973289 2,000000 
-282,971619 1,000000 
-281,969950 1,000000 
-280,968280 0,000000 
-279,966611 0,000000 
-278,964942 1,000000 
-277,963272 0,000000 
-276,961603 0,000000 
-275,959933 0,000000 
-274,958264 1,000000 
-273,956594 1,000000 
-272,954925 0,000000 
-271,953255 0,000000 
-270,951586 0,000000 
-269,949917 0,000000 
-268,948247 0,000000 
-267,946578 0,000000 
-266,944908 1,000000 
-265,943239 0,000000 
-264,941569 1,000000 
-263,939900 0,000000 
-262,938230 0,000000 
-261,936561 2,000000 
-260,934891 2,000000 
-259,933222 1,000000 
-258,931553 1,000000 
-257,929883 0,000000 
-256,928214 0,000000 
-255,926544 1,000000 
-254,924875 1,000000 
-253,923205 2,000000 
-252,921536 0,000000 
-251,919866 0,000000 
-250,918197 0,000000 
-249,916528 0,000000 
-248,914858 0,000000 
-247,913189 0,000000 
-246,911519 2,000000 
-245,909850 0,000000 
-244,908180 0,000000 
-243,906511 0,000000 
-242,904841 0,000000 
-241,903172 0,000000 
-240,901503 1,000000 
-239,899833 1,000000 
-238,898164 0,000000 
-237,896494 1,000000 
-236,894825 1,000000 
-235,893155 0,000000 
-234,891486 1,000000 
-233,889816 0,000000 
-232,888147 1,000000 
-231,886477 0,000000 
-230,884808 1,000000 
-229,883139 0,000000 
-228,881469 1,000000 
-227,879800 0,000000 
-226,878130 0,000000 
-225,876461 1,000000 
-224,874791 0,000000 
-223,873122 0,000000 
-222,871452 0,000000 
-221,869783 0,000000 
-220,868114 1,000000 
-219,866444 0,000000 
-218,864775 1,000000 
-217,863105 0,000000 
-216,861436 0,000000 
-215,859766 0,000000 
-214,858097 1,000000 
-213,856427 0,000000 
-212,854758 0,000000 
-211,853088 0,000000 
-210,851419 0,000000 
-209,849750 0,000000 
-208,848080 0,000000 
-207,846411 1,000000 
-206,844741 2,000000 
-205,843072 0,000000 
-204,841402 0,000000 
-203,839733 0,000000 
-202,838063 0,000000 
-201,836394 2,000000 
-200,834725 0,000000 
-199,833055 0,000000 
-198,831386 2,000000 
-197,829716 0,000000 
-196,828047 0,000000 
-195,826377 1,000000 
-194,824708 2,000000 
-193,823038 0,000000 
-192,821369 0,000000 
-191,819699 0,000000 
-190,818030 0,000000 
-189,816361 0,000000 
-188,814691 0,000000 
-187,813022 0,000000 
-186,811352 0,000000 
-185,809683 3,000000 
-184,808013 1,000000 
-183,806344 0,000000 
-182,804674 0,000000 
-181,803005 0,000000 
-180,801336 0,000000 
-179,799666 1,000000 
-178,797997 0,000000 
-177,796327 0,000000 
-176,794658 0,000000 
-175,792988 0,000000 
-174,791319 0,000000 
-173,789649 0,000000 
-172,787980 0,000000 
-171,786311 1,000000 
-170,784641 0,000000 
-169,782972 0,000000 
-168,781302 1,000000 
-167,779633 0,000000 
-166,777963 0,000000 
-165,776294 0,000000 
-164,774624 1,000000 
-163,772955 2,000000 
-162,771285 1,000000 
-161,769616 1,000000 
-160,767947 0,000000 
-159,766277 0,000000 
-158,764608 1,000000 
-157,762938 1,000000 
-156,761269 0,000000 
-155,759599 0,000000 
-154,757930 1,000000 
-153,756260 1,000000 
-152,754591 1,000000 
-151,752922 0,000000 
-150,751252 0,000000 
-149,749583 0,000000 
-148,747913 0,000000 
-147,746244 0,000000 
-146,744574 0,000000 
-145,742905 1,000000 
-144,741235 2,000000 
-143,739566 1,000000 
-142,737896 0,000000 
-141,736227 0,000000 
-140,734558 0,000000 
-139,732888 1,000000 
-138,731219 1,000000 
-137,729549 0,000000 
-136,727880 0,000000 
-135,726210 0,000000 
-134,724541 1,000000 
-133,722871 0,000000 
-132,721202 0,000000 
-131,719533 0,000000 
-130,717863 0,000000 
-129,716194 1,000000 
-128,714524 0,000000 
-127,712855 0,000000 
-126,711185 1,000000 
-125,709516 0,000000 
-124,707846 1,000000 
-123,706177 0,000000 
-122,704508 0,000000 
-121,702838 1,000000 
-120,701169 1,000000 
-119,699499 0,000000 
-118,697830 0,000000 
-117,696160 0,000000 
-116,694491 0,000000 
-115,692821 0,000000 
-114,691152 0,000000 
-113,689482 0,000000 
-112,687813 1,000000 
-111,686144 0,000000 
-110,684474 2,000000 
-109,682805 0,000000 
-108,681135 1,000000 
-107,679466 0,000000 
-106,677796 0,000000 
-105,676127 0,000000 
-104,674457 1,000000 
-103,672788 0,000000 
-102,671119 3,000000 
-101,669449 1,000000 
-100,667780 0,000000 
-99,666110 1,000000 
-98,664441 2,000000 
-97,662771 0,000000 
-96,661102 1,000000 
-95,659432 0,000000 
-94,657763 1,000000 
-93,656093 0,000000 
-92,654424 0,000000 
-91,652755 1,000000 
-90,651085 0,000000 
-89,649416 3,000000 
-88,647746 2,000000 
-87,646077 1,000000 
-86,644407 1,000000 
-85,642738 1,000000 
-84,641068 0,000000 
-83,639399 3,000000 
-82,637730 1,000000 
-81,636060 2,000000 
-80,634391 0,000000 
-79,632721 1,000000 
-78,631052 0,000000 
-77,629382 0,000000 
-76,627713 1,000000 
-75,626043 0,000000 
-74,624374 1,000000 
-73,622705 1,000000 
-72,621035 0,000000 
-71,619366 1,000000 
-70,617696 1,000000 
-69,616027 2,000000 
-68,614357 0,000000 
-67,612688 0,000000 
-66,611018 0,000000 
-65,609349 1,000000 
-64,607679 0,000000 
-63,606010 1,000000 
-62,604341 0,000000 
-61,602671 1,000000 
-60,601002 0,000000 
-59,599332 1,000000 
-58,597663 2,000000 
-57,595993 1,000000 
-56,594324 2,000000 
-55,592654 2,000000 
-54,590985 3,000000 
-53,589316 2,000000 
-52,587646 3,000000 
-51,585977 1,000000 
-50,584307 4,000000 
-49,582638 5,000000 
-48,580968 2,000000 
-47,579299 2,000000 
-46,577629 1,000000 
-45,575960 1,000000 
-44,574290 5,000000 
-43,572621 7,000000 
-42,570952 1,000000 
-41,569282 5,000000 
-40,567613 4,000000 
-39,565943 4,000000 
-38,564274 6,000000 
-37,562604 12,000000 
-36,560935 7,000000 
-35,559265 18,000000 
-34,557596 10,000000 
-33,555927 15,000000 
-32,554257 43,000000 
-31,552588 27,000000 
-30,550918 33,000000 
-29,549249 77,000000 
-28,547579 12,000000 
-27,545910 108,000000 
-26,544240 15,000000 
-25,542571 110,000000 
-24,540902 62,000000 
-23,539232 73,000000 
-22,537563 165,000000 
-21,535893 43,000000 
-20,534224 126,000000 
-19,532554 201,000000 
-18,530885 93,000000 
-17,529215 128,000000 
-16,527546 259,000000 
-15,525876 239,000000 
-14,524207 225,000000 
-13,522538 250,000000 
-12,520868 279,000000 
-11,519199 240,000000 
-10,517529 346,000000 
-9,515860 270,000000 
-8,514190 252,000000 
-7,512521 298,000000 
-6,510851 292,000000 
-5,509182 284,000000 
-4,507513 328,000000 
-3,505843 342,000000 
-2,504174 307,000000 
-1,502504 351,000000 
-0,500835 356,000000 
0,500835 258,000000 
1,502504 340,000000 
2,504174 382,000000 
3,505843 238,000000 
4,507513 345,000000 
5,509182 294,000000 
6,510851 162,000000 
7,512521 396,000000 
8,514190 237,000000 
9,515860 202,000000 
10,517529 334,000000 
11,519199 194,000000 
12,520868 133,000000 
13,522538 185,000000 
14,524207 155,000000 
15,525876 226,000000 
16,527546 65,000000 
17,529215 52,000000 
18,530885 142,000000 
19,532554 14,000000 
20,534224 37,000000 
21,535893 11,000000 
22,537563 16,000000 
23,539232 22,000000 
24,540902 28,000000 
25,542571 6,000000 
26,544240 8,000000 
27,545910 8,000000 
28,547579 22,000000 
29,549249 8,000000 
30,550918 8,000000 
31,552588 16,000000 
32,554257 4,000000 
33,555927 10,000000 
34,557596 6,000000 
35,559265 2,000000 
36,560935 6,000000 
37,562604 4,000000 
38,564274 5,000000 
39,565943 5,000000 
40,567613 0,000000 
41,569282 3,000000 
42,570952 2,000000 
43,572621 2,000000 
44,574290 0,000000 
45,575960 0,000000 
46,577629 4,000000 
47,579299 1,000000 
48,580968 1,000000 
49,582638 3,000000 
50,584307 1,000000 
51,585977 2,000000 
52,587646 2,000000 
53,589316 2,000000 
54,590985 0,000000 
55,592654 2,000000 
56,594324 0,000000 
57,595993 0,000000 
58,597663 1,000000 
59,599332 1,000000 
60,601002 1,000000 
61,602671 2,000000 
62,604341 1,000000 
63,606010 2,000000 
64,607679 1,000000 
65,609349 1,000000 
66,611018 1,000000 
67,612688 1,000000 
68,614357 0,000000 
69,616027 2,000000 
70,617696 0,000000 
71,619366 0,000000 
72,621035 1,000000 
73,622705 2,000000 
74,624374 2,000000 
75,626043 4,000000 
76,627713 1,000000 
77,629382 0,000000 
78,631052 1,000000 
79,632721 1,000000 
80,634391 0,000000 
81,636060 0,000000 
82,637730 4,000000 
83,639399 0,000000 
84,641068 1,000000 
85,642738 0,000000 
86,644407 0,000000 
87,646077 0,000000 
88,647746 0,000000 
89,649416 0,000000 
90,651085 1,000000 
91,652755 1,000000 
92,654424 0,000000 
93,656093 2,000000 
94,657763 0,000000 
95,659432 1,000000 
96,661102 2,000000 
97,662771 0,000000 
98,664441 1,000000 
99,666110 0,000000 
100,667780 0,000000 
101,669449 1,000000 
102,671119 2,000000 
103,672788 0,000000 
104,674457 0,000000 
105,676127 1,000000 
106,677796 1,000000 
107,679466 1,000000 
108,681135 1,000000 
109,682805 1,000000 
110,684474 1,000000 
111,686144 0,000000 
112,687813 0,000000 
113,689482 0,000000 
114,691152 0,000000 
115,692821 0,000000 
116,694491 2,000000 
117,696160 0,000000 
118,697830 0,000000 
119,699499 0,000000 
120,701169 0,000000 
121,702838 0,000000 
122,704508 0,000000 
123,706177 1,000000 
124,707846 0,000000 
125,709516 0,000000 
126,711185 1,000000 
127,712855 0,000000 
128,714524 0,000000 
129,716194 0,000000 
130,717863 1,000000 
131,719533 0,000000 
132,721202 0,000000 
133,722871 0,000000 
134,724541 2,000000 
135,726210 0,000000 
136,727880 0,000000 
137,729549 0,000000 
138,731219 1,000000 
139,732888 1,000000 
140,734558 3,000000 
141,736227 1,000000 
142,737896 1,000000 
143,739566 0,000000 
144,741235 0,000000 
145,742905 1,000000 
146,744574 1,000000 
147,746244 0,000000 
148,747913 0,000000 
149,749583 2,000000 
150,751252 1,000000 
151,752922 0,000000 
152,754591 1,000000 
153,756260 0,000000 
154,757930 0,000000 
155,759599 3,000000 
156,761269 1,000000 
157,762938 1,000000 
158,764608 0,000000 
159,766277 1,000000 
160,767947 0,000000 
161,769616 1,000000 
162,771285 1,000000 
163,772955 0,000000 
164,774624 0,000000 
165,776294 0,000000 
166,777963 0,000000 
167,779633 0,000000 
168,781302 0,000000 
169,782972 1,000000 
170,784641 2,000000 
171,786311 1,000000 
172,787980 1,000000 
173,789649 3,000000 
174,791319 0,000000 
175,792988 1,000000 
176,794658 2,000000 
177,796327 0,000000 
178,797997 0,000000 
179,799666 0,000000 
180,801336 0,000000 
181,803005 0,000000 
182,804674 1,000000 
183,806344 0,000000 
184,808013 0,000000 
185,809683 3,000000 
186,811352 1,000000 
187,813022 0,000000 
188,814691 0,000000 
189,816361 2,000000 
190,818030 0,000000 
191,819699 1,000000 
192,821369 0,000000 
193,823038 2,000000 
194,824708 0,000000 
195,826377 2,000000 
196,828047 0,000000 
197,829716 0,000000 
198,831386 0,000000 
199,833055 0,000000 
200,834725 0,000000 
201,836394 1,000000 
202,838063 0,000000 
203,839733 1,000000 
204,841402 0,000000 
205,843072 0,000000 
206,844741 0,000000 
207,846411 0,000000 
208,848080 0,000000 
209,849750 1,000000 
210,851419 0,000000 
211,853088 1,000000 
212,854758 0,000000 
213,856427 2,000000 
214,858097 0,000000 
215,859766 0,000000 
216,861436 0,000000 
217,863105 1,000000 
218,864775 0,000000 
219,866444 0,000000 
220,868114 1,000000 
221,869783 0,000000 
222,871452 0,000000 
223,873122 0,000000 
224,874791 0,000000 
225,876461 1,000000 
226,878130 0,000000 
227,879800 1,000000 
228,881469 0,000000 
229,883139 1,000000 
230,884808 1,000000 
231,886477 0,000000 
232,888147 0,000000 
233,889816 1,000000 
234,891486 0,000000 
235,893155 0,000000 
236,894825 0,000000 
237,896494 0,000000 
238,898164 0,000000 
239,899833 0,000000 
240,901503 0,000000 
241,903172 1,000000 
242,904841 2,000000 
243,906511 0,000000 
244,908180 2,000000 
245,909850 2,000000 
246,911519 1,000000 
247,913189 1,000000 
248,914858 0,000000 
249,916528 1,000000 
250,918197 0,000000 
251,919866 1,000000 
252,921536 0,000000 
253,923205 0,000000 
254,924875 1,000000 
255,926544 0,000000 
256,928214 1,000000 
257,929883 0,000000 
258,931553 2,000000 
259,933222 0,000000 
260,934891 0,000000 
261,936561 0,000000 
262,938230 0,000000 
263,939900 0,000000 
264,941569 0,000000 
265,943239 2,000000 
266,944908 1,000000 
267,946578 1,000000 
268,948247 2,000000 
269,949917 0,000000 
270,951586 1,000000 
271,953255 0,000000 
272,954925 0,000000 
273,956594 1,000000 
274,958264 1,000000 
275,959933 0,000000 
276,961603 2,000000 
277,963272 0,000000 
278,964942 0,000000 
279,966611 0,000000 
280,968280 0,000000 
281,969950 1,000000 
282,971619 0,000000 
283,973289 0,000000 
284,974958 0,000000 
285,976628 0,000000 
286,978297 0,000000 
287,979967 0,000000 
288,981636 0,000000 
289,983306 0,000000 
290,984975 0,000000 
291,986644 1,000000 
292,988314 0,000000 
293,989983 1,000000 
294,991653 3,000000 
295,993322 0,000000 
296,994992 0,000000 
297,996661 1,000000 
298,998331 1,000000 
300,000000 0,000000 
