# laser 3 log-file
# log-file start-timestamp: 08.11.2011, 15:46
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
512955027	0.499217	0	-15.085967	-15.085967	0	2.000000	-2.000000
512956091	0.335311	0	-15.246659	-15.246659	0	2.000000	-2.000000
512956864	0.799712	0	-16.692889	-16.692889	0	2.000000	-2.000000
512957640	0.536059	0	-16.951027	-16.951027	0	2.000000	-2.000000
512958437	0.771323	0	-15.139531	-15.139531	0	2.000000	-2.000000
512959166	0.473403	0	-15.451561	-15.451561	0	2.000000	-2.000000
512959932	0.836671	0	-15.139531	-15.139531	0	2.000000	-2.000000
512960725	0.738649	0	-15.246659	-15.246659	0	2.000000	-2.000000
512961463	0.522135	0	-14.434067	-14.434067	0	2.000000	-2.000000
512962257	0.657231	0	-14.336070	-14.336070	0	2.000000	-2.000000
512963014	0.699547	0	-13.961121	-13.961121	0	2.000000	-2.000000
512963883	0.605141	0	-15.183800	-15.183800	0	2.000000	-2.000000
512964683	0.506180	0	-14.389634	-14.389634	0	2.000000	-2.000000
512965453	0.476185	0	-15.621607	-15.621607	0	2.000000	-2.000000
512966201	0.692048	0	-16.103684	-16.103684	0	2.000000	-2.000000
512967018	0.673153	0	-16.469056	-16.469056	0	2.000000	-2.000000
512967898	0.402802	0	-16.371504	-16.371504	0	2.000000	-2.000000
512968627	0.875237	0	-15.300223	-15.300223	0	2.000000	-2.000000
512969399	0.631382	0	-14.808933	-14.808933	0	2.000000	-2.000000
512970448	0.677973	0	-14.112753	-14.112753	0	2.000000	-2.000000
512971253	0.561764	0	-12.184869	-12.184869	0	2.000000	-2.000000
512972713	0.558673	0	-15.032403	-15.032403	0	2.000000	-2.000000
512973509	0.747055	0	-12.345526	-12.345526	0	2.000000	-2.000000
512974290	0.655624	0	-13.425480	-13.425480	0	2.000000	-2.000000
512975104	0.990400	0	-14.389634	-14.389634	0	2.000000	-2.000000
512975874	0.436987	0	-13.202363	-13.202363	0	2.000000	-2.000000
512976644	0.608488	0	-15.246659	-15.246659	0	2.000000	-2.000000
512977418	0.811853	0	-13.255916	-13.255916	0	2.000000	-2.000000
512978294	0.829172	0	-12.193507	-12.193507	0	2.000000	-2.000000
512979119	0.564030	0	-14.175377	-14.175377	0	2.000000	-2.000000
512979895	0.754552	0	-15.023143	-15.023143	0	2.000000	-2.000000
512980659	0.671158	0	-15.621607	-15.621607	0	2.000000	-2.000000
512981431	0.359872	0	-13.684334	-13.684334	0	2.000000	-2.000000
512982915	0.614916	0	-14.871710	-14.871710	0	2.000000	-2.000000
512983663	0.571939	0	-14.969590	-14.969590	0	2.000000	-2.000000
512984475	0.552246	0	-13.746865	-13.746865	0	2.000000	-2.000000
512985234	0.409140	0	-12.827497	-12.827497	0	2.000000	-2.000000
512986008	0.839885	0	-13.318352	-13.318352	0	2.000000	-2.000000
512986774	0.768644	0	-13.318352	-13.318352	0	2.000000	-2.000000
512988204	0.276391	0	-13.907557	-13.907557	0	2.000000	-2.000000
512989007	0.839885	0	-14.603890	-14.603890	0	2.000000	-2.000000
512989761	1.013968	0	-13.853993	-13.853993	0	2.000000	-2.000000
512990540	0.786856	0	-13.693301	-13.693301	0	2.000000	-2.000000
512991339	1.118173	0	-14.808933	-14.808933	0	2.000000	-2.000000
512992127	0.408694	0	-16.210812	-16.210812	0	2.000000	-2.000000
512993392	0.721508	0	-14.496762	-14.496762	0	2.000000	-2.000000
512994136	0.674372	0	-13.371916	-13.371916	0	2.000000	-2.000000
512994910	0.497075	0	-14.550326	-14.550326	0	2.000000	-2.000000
512995658	0.714924	0	-15.879980	-15.879980	0	2.000000	-2.000000
512996417	0.436012	0	-14.711018	-14.711018	0	2.000000	-2.000000
512997187	0.408158	0	-15.407351	-15.407351	0	2.000000	-2.000000
512997957	0.412888	0	-15.398009	-15.398009	0	2.000000	-2.000000
512998749	0.481005	0	-14.978838	-14.978838	0	2.000000	-2.000000
512999541	0.627098	0	-13.577230	-13.577230	0	2.000000	-2.000000
513000370	0.733828	0	-15.085967	-15.085967	0	2.000000	-2.000000
513001160	0.457437	0	-13.961121	-13.961121	0	2.000000	-2.000000
513001880	0.709033	0	-13.523677	-13.523677	0	2.000000	-2.000000
513002656	0.768109	0	-16.800017	-16.800017	0	2.000000	-2.000000
513003434	0.534988	0	-16.147742	-16.147742	0	2.000000	-2.000000
513004220	0.597239	0	-15.514479	-15.514479	0	2.000000	-2.000000
513004962	0.664584	0	-15.398009	-15.398009	0	2.000000	-2.000000
513007621	0.654945	0	-14.701829	-14.701829	0	2.000000	-2.000000
513008403	0.710104	0	-15.933532	-15.933532	0	2.000000	-2.000000
513009147	0.553731	0	-15.933532	-15.933532	0	2.000000	-2.000000
513009928	0.589740	0	-16.692889	-16.692889	0	2.000000	-2.000000
513010738	0.676514	0	-16.157248	-16.157248	0	2.000000	-2.000000
513011458	0.668869	0	-17.218788	-17.218788	0	2.000000	-2.000000
513012681	0.945406	0	-16.800017	-16.800017	0	2.000000	-2.000000
513013929	0.844705	0	-15.942992	-15.942992	0	2.000000	-2.000000
513014961	0.715080	0	-15.889428	-15.889428	0	2.000000	-2.000000
513015695	0.775608	0	-15.942992	-15.942992	0	2.000000	-2.000000
513016489	0.893984	0	-16.585761	-16.585761	0	2.000000	-2.000000
513017344	0.621207	0	-14.112753	-14.112753	0	2.000000	-2.000000
513018092	0.777215	0	-14.389634	-14.389634	0	2.000000	-2.000000
513018862	0.586527	0	-13.479045	-13.479045	0	2.000000	-2.000000
513019673	0.318171	0	-13.532609	-13.532609	0	2.000000	-2.000000
513020754	0.992760	0	-14.505908	-14.505908	0	2.000000	-2.000000
513021766	0.740791	0	-14.496762	-14.496762	0	2.000000	-2.000000
513022572	0.950227	0	-14.925274	-14.925274	0	2.000000	-2.000000
513023397	0.644376	0	-13.157660	-13.157660	0	2.000000	-2.000000
513024692	1.155377	0	-15.407351	-15.407351	0	2.000000	-2.000000
513025437	1.182159	0	-15.568043	-15.568043	0	2.000000	-2.000000
513026752	0.834175	0	-12.148573	-12.148573	0	2.000000	-2.000000
513027545	0.519571	0	-12.193507	-12.193507	0	2.000000	-2.000000
513028365	0.815960	0	-12.845058	-12.845058	0	2.000000	-2.000000
513029140	0.652553	0	-13.487968	-13.487968	0	2.000000	-2.000000
513029942	0.568850	0	-13.907557	-13.907557	0	2.000000	-2.000000
513030708	0.844705	0	-11.550738	-11.550738	0	2.000000	-2.000000
513031439	0.676514	0	-12.032815	-12.032815	0	2.000000	-2.000000
513032183	0.621343	0	-12.782712	-12.782712	0	2.000000	-2.000000
513033023	0.734363	0	-14.496762	-14.496762	0	2.000000	-2.000000
513034233	0.955047	0	-14.871710	-14.871710	0	2.000000	-2.000000
513035005	0.798640	0	-15.246659	-15.246659	0	2.000000	-2.000000
513035795	0.708653	0	-14.121813	-14.121813	0	2.000000	-2.000000
513036598	0.683478	0	-14.443198	-14.443198	0	2.000000	-2.000000
513037439	0.476720	0	-13.264788	-13.264788	0	2.000000	-2.000000
513038248	0.555995	0	-13.853993	-13.853993	0	2.000000	-2.000000
513039023	0.746683	0	-13.211224	-13.211224	0	2.000000	-2.000000
513039843	0.784006	0	-13.630782	-13.630782	0	2.000000	-2.000000
513041163	0.718830	0	-15.085967	-15.085967	0	2.000000	-2.000000
513041903	0.699547	0	-14.550326	-14.550326	0	2.000000	-2.000000
513043429	0.505109	0	-14.336070	-14.336070	0	2.000000	-2.000000
513044298	0.495468	0	-14.871710	-14.871710	0	2.000000	-2.000000
513045044	0.383519	0	-13.853993	-13.853993	0	2.000000	-2.000000
513045813	0.690441	0	-15.407351	-15.407351	0	2.000000	-2.000000
513046608	0.711331	0	-14.711018	-14.711018	0	2.000000	-2.000000
513047335	0.542068	0	-13.479045	-13.479045	0	2.000000	-2.000000
513048110	0.612237	0	-14.068249	-14.068249	0	2.000000	-2.000000
513048918	0.550639	0	-15.514479	-15.514479	0	2.000000	-2.000000
513049688	0.618665	0	-14.389634	-14.389634	0	2.000000	-2.000000
513050422	0.489576	0	-14.925274	-14.925274	0	2.000000	-2.000000
513051465	0.478758	0	-15.076695	-15.076695	0	2.000000	-2.000000
513052230	0.771858	0	-14.443198	-14.443198	0	2.000000	-2.000000
513052989	0.595097	0	-15.460915	-15.460915	0	2.000000	-2.000000
513053759	0.807211	0	-14.121813	-14.121813	0	2.000000	-2.000000
513054501	0.439761	0	-16.425068	-16.425068	0	2.000000	-2.000000
513055299	0.522250	0	-15.835864	-15.835864	0	2.000000	-2.000000
513056089	0.857025	0	-15.835864	-15.835864	0	2.000000	-2.000000
513056976	0.723115	0	-14.871710	-14.871710	0	2.000000	-2.000000
513057774	0.756860	0	-13.693301	-13.693301	0	2.000000	-2.000000
513059259	0.771154	0	-14.541172	-14.541172	0	2.000000	-2.000000
513060548	0.742398	0	-15.085967	-15.085967	0	2.000000	-2.000000
513061349	0.539808	0	-15.505114	-15.505114	0	2.000000	-2.000000
513062394	0.276926	0	-14.871710	-14.871710	0	2.000000	-2.000000
513063112	1.086577	0	-13.844991	-13.844991	0	2.000000	-2.000000
513064555	0.362629	0	-15.085967	-15.085967	0	2.000000	-2.000000
513065340	1.029501	0	-15.942992	-15.942992	0	2.000000	-2.000000
513066878	0.678657	0	-15.728735	-15.728735	0	2.000000	-2.000000
513067644	0.623486	0	-16.692889	-16.692889	0	2.000000	-2.000000
513068471	0.905233	0	-15.942992	-15.942992	0	2.000000	-2.000000
513069270	0.519458	0	-16.201294	-16.201294	0	2.000000	-2.000000
513070040	0.706510	0	-14.657454	-14.657454	0	2.000000	-2.000000
513070801	0.587598	0	-14.764582	-14.764582	0	2.000000	-2.000000
513071580	0.764192	0	-15.344457	-15.344457	0	2.000000	-2.000000
513072355	0.674372	0	-14.978838	-14.978838	0	2.000000	-2.000000
513073945	0.478327	0	-15.353787	-15.353787	0	2.000000	-2.000000
513074935	0.549567	0	-15.193095	-15.193095	0	2.000000	-2.000000
513077245	0.961475	0	-16.264376	-16.264376	0	2.000000	-2.000000
513079335	0.769547	0	-17.593655	-17.593655	0	2.000000	-2.000000
513080068	0.562423	0	-17.603478	-17.603478	0	2.000000	-2.000000
513081127	0.577956	0	-17.817734	-17.817734	0	2.000000	-2.000000
513081920	0.515822	0	-17.603478	-17.603478	0	2.000000	-2.000000
513082690	0.872559	0	-16.800017	-16.800017	0	2.000000	-2.000000
513083430	1.001429	0	-16.147742	-16.147742	0	2.000000	-2.000000
513084186	0.693119	0	-17.710606	-17.710606	0	2.000000	-2.000000
513084962	0.977544	0	-16.853581	-16.853581	0	2.000000	-2.000000
513088093	0.459044	0	-17.121401	-17.121401	0	2.000000	-2.000000
513088864	0.753646	0	-16.746453	-16.746453	0	2.000000	-2.000000
513089621	1.073424	0	-18.139119	-18.139119	0	2.000000	-2.000000
513090831	0.401731	0	-15.942992	-15.942992	0	2.000000	-2.000000
513091659	0.738487	0	-16.683265	-16.683265	0	2.000000	-2.000000
513092536	0.416193	0	-17.228529	-17.228529	0	2.000000	-2.000000
513093343	0.853811	0	-16.210812	-16.210812	0	2.000000	-2.000000
513094106	0.415122	0	-14.978838	-14.978838	0	2.000000	-2.000000
513094956	0.778822	0	-16.960709	-16.960709	0	2.000000	-2.000000
513095726	1.173867	0	-15.665771	-15.665771	0	2.000000	-2.000000
513096470	0.535105	0	-15.621607	-15.621607	0	2.000000	-2.000000
513097321	0.584384	0	-15.835864	-15.835864	0	2.000000	-2.000000
513098091	0.712402	0	-14.818146	-14.818146	0	2.000000	-2.000000
513099091	0.439761	0	-14.603890	-14.603890	0	2.000000	-2.000000
513099880	0.726329	0	-14.925274	-14.925274	0	2.000000	-2.000000
513100687	0.837742	0	-14.657454	-14.657454	0	2.000000	-2.000000
513101446	0.884149	0	-16.683265	-16.683265	0	2.000000	-2.000000
513102436	0.497075	0	-14.925274	-14.925274	0	2.000000	-2.000000
513104417	0.823815	0	-17.657042	-17.657042	0	2.000000	-2.000000
513105476	0.773831	0	-15.933532	-15.933532	0	2.000000	-2.000000
513106194	0.341739	0	-14.925274	-14.925274	0	2.000000	-2.000000
513106947	0.422621	0	-13.907557	-13.907557	0	2.000000	-2.000000
513107968	0.592954	0	-14.496762	-14.496762	0	2.000000	-2.000000
513108707	0.741862	0	-14.657454	-14.657454	0	2.000000	-2.000000
513109477	0.762050	0	-15.237352	-15.237352	0	2.000000	-2.000000
513110209	0.302035	0	-15.290904	-15.290904	0	2.000000	-2.000000
513110981	0.660300	0	-14.005648	-14.005648	0	2.000000	-2.000000
513111787	0.478222	0	-15.076695	-15.076695	0	2.000000	-2.000000
