# laser 3 log-file
# log-file start-timestamp: 07.11.2011, 20:18
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
443402916	0.251050	0	0.335162	0.335162	1	2.000000	-2.000000
443404306	0.183069	0	0.549277	0.549277	1	2.000000	-2.000000
443405694	0.240827	0	0.312588	0.312588	1	2.000000	-2.000000
443407179	0.188916	0	0.473139	0.473139	1	2.000000	-2.000000
443408629	0.099542	0	0.526656	0.526656	1	2.000000	-2.000000
443409929	0.241951	0	0.763393	0.763393	1	2.000000	-2.000000
443411348	0.431348	0	0.901276	0.901276	1	2.000000	-2.000000
443412719	0.154698	0	1.084566	1.084566	1	2.000000	-2.000000
443414220	0.180928	0	1.084566	1.084566	1	2.000000	-2.000000
443415595	0.252121	0	1.298682	1.298682	1	2.000000	-2.000000
443417931	0.293874	0	1.191624	1.191624	1	2.000000	-2.000000
443419390	0.304044	0	0.870451	0.870451	1	2.000000	-2.000000
443420820	0.227012	0	1.000233	1.000233	1	2.000000	-2.000000
443422470	0.202874	0	1.031037	1.031037	1	2.000000	-2.000000
443423845	0.201269	0	1.084566	1.084566	1	2.000000	-2.000000
443425275	0.308794	0	0.687208	0.687208	1	2.000000	-2.000000
443426705	0.221610	0	0.763393	0.763393	1	2.000000	-2.000000
443428136	0.290662	0	0.495748	0.495748	1	2.000000	-2.000000
443429455	0.332877	0	0.633690	0.633690	1	2.000000	-2.000000
443430885	0.222145	0	0.388691	0.388691	1	2.000000	-2.000000
443432261	0.140246	0	0.495748	0.495748	1	2.000000	-2.000000
443433581	0.305115	0	0.442220	0.442220	1	2.000000	-2.000000
443435176	0.362311	0	0.526656	0.526656	1	2.000000	-2.000000
443436551	0.303442	0	0.152036	0.152036	1	2.000000	-2.000000
443437871	0.293874	0	0.656335	0.656335	1	2.000000	-2.000000
443439246	0.153628	0	0.656335	0.656335	1	2.000000	-2.000000
443440676	0.178251	0	0.388691	0.388691	1	2.000000	-2.000000
443441996	0.147204	0	0.602806	0.602806	1	2.000000	-2.000000
443443412	0.154698	0	1.084566	1.084566	1	2.000000	-2.000000
443444852	0.337232	0	1.780441	1.780441	1	2.000000	-2.000000
443446286	0.169151	0	1.405739	1.405739	1	2.000000	-2.000000
443447708	0.406373	0	1.535639	1.535639	1	2.000000	-2.000000
443449092	0.426532	0	-0.335178	-0.335178	1	2.000000	-2.000000
443450413	0.213533	0	-0.335178	-0.335178	1	2.000000	-2.000000
443451787	0.233921	0	0.210788	0.210788	1	2.000000	-2.000000
443453398	0.235475	0	0.414062	0.414062	1	2.000000	-2.000000
443454867	0.243503	0	0.414062	0.414062	1	2.000000	-2.000000
443456188	0.272997	0	-0.163914	-0.163914	1	2.000000	-2.000000
443457618	0.194802	0	-0.656281	-0.656281	1	2.000000	-2.000000
443459018	0.443657	0	-1.137935	-1.137935	1	2.000000	-2.000000
443460973	0.375690	0	-0.656281	-0.656281	1	2.000000	-2.000000
443462403	0.215721	0	0.602806	0.602806	1	2.000000	-2.000000
443463778	0.236598	0	-1.662722	-1.662722	1	2.000000	-2.000000
443465208	0.156304	0	-1.341549	-1.341549	1	2.000000	-2.000000
443466584	0.340369	0	-1.137935	-1.137935	1	2.000000	-2.000000
443467904	0.291197	0	-1.020376	-1.020376	1	2.000000	-2.000000
443469242	0.132187	0	-0.442212	-0.442212	1	2.000000	-2.000000
443471424	0.218398	0	-0.003327	-0.003327	1	2.000000	-2.000000
443472799	0.263840	0	-0.174627	-0.174627	1	2.000000	-2.000000
443474199	0.175039	0	-0.378029	-0.378029	1	2.000000	-2.000000
443475604	0.148275	0	-0.163914	-0.163914	1	2.000000	-2.000000
443476924	0.210858	0	0.146476	0.146476	1	2.000000	-2.000000
443478351	0.431348	0	1.704034	1.704034	1	2.000000	-2.000000
443479729	0.281027	0	1.352210	1.352210	1	2.000000	-2.000000
443481214	0.228033	0	1.405739	1.405739	1	2.000000	-2.000000
443482534	0.367663	0	1.115345	1.115345	1	2.000000	-2.000000
443483916	0.217863	0	1.084566	1.084566	1	2.000000	-2.000000
443485230	0.312073	0	1.031037	1.031037	1	2.000000	-2.000000
443487210	0.305583	0	0.847759	0.847759	1	2.000000	-2.000000
443488597	0.255868	0	0.870451	0.870451	1	2.000000	-2.000000
443489931	0.193239	0	1.245153	1.245153	1	2.000000	-2.000000
443491290	0.124722	0	1.352210	1.352210	1	2.000000	-2.000000
443492600	0.367128	0	1.168862	1.168862	1	2.000000	-2.000000
443494910	0.350537	0	1.489965	1.489965	1	2.000000	-2.000000
443495790	0.303509	0	1.298682	1.298682	1	2.000000	-2.000000
443497110	0.362846	0	1.436448	1.436448	1	2.000000	-2.000000
443498430	0.245162	0	1.833970	1.833970	1	2.000000	-2.000000
443499735	0.229639	0	1.994557	1.994557	1	2.000000	-2.000000
443501070	0.276149	0	2.185688	2.185688	0	2.000000	-2.000000
443502391	0.271451	0	1.910423	1.910423	1	2.000000	-2.000000
443503714	0.254262	0	2.155144	2.155144	0	2.000000	-2.000000
443505086	0.280430	0	2.078654	2.078654	0	2.000000	-2.000000
443506461	0.175575	0	2.315730	2.315730	0	2.000000	-2.000000
443507836	0.235527	0	2.583375	2.583375	0	2.000000	-2.000000
443509156	0.275613	0	2.132171	2.132171	0	2.000000	-2.000000
