#time [s]	amplitude [V]
-1.281850000000e-003	-1.61369e-002
-1.276650000000e-003	-2.01570e-002
-1.271450000000e-003	-1.61369e-002
-1.266250000000e-003	-1.61369e-002
-1.261050000000e-003	-1.61369e-002
-1.255850000000e-003	-2.01570e-002
-1.250650000000e-003	-1.61369e-002
-1.245450000000e-003	-2.01570e-002
-1.240250000000e-003	-1.61369e-002
-1.235050000000e-003	-1.21168e-002
-1.229850000000e-003	-2.01570e-002
-1.224650000000e-003	-2.01570e-002
-1.219450000000e-003	-1.61369e-002
-1.214250000000e-003	-2.01570e-002
-1.209050000000e-003	-1.61369e-002
-1.203850000000e-003	-1.61369e-002
-1.198650000000e-003	-1.61369e-002
-1.193450000000e-003	-1.61369e-002
-1.188250000000e-003	-2.01570e-002
-1.183050000000e-003	-2.01570e-002
-1.177850000000e-003	-1.21168e-002
-1.172650000000e-003	-1.61369e-002
-1.167450000000e-003	-1.61369e-002
-1.162250000000e-003	-1.61369e-002
-1.157050000000e-003	-1.61369e-002
-1.151850000000e-003	-2.01570e-002
-1.146650000000e-003	-1.61369e-002
-1.141450000000e-003	-2.01570e-002
-1.136250000000e-003	-2.01570e-002
-1.131050000000e-003	-1.61369e-002
-1.125850000000e-003	-2.01570e-002
-1.120650000000e-003	-2.01570e-002
-1.115450000000e-003	-1.61369e-002
-1.110250000000e-003	-2.01570e-002
-1.105050000000e-003	-1.61369e-002
-1.099850000000e-003	-2.01570e-002
-1.094650000000e-003	-1.61369e-002
-1.089450000000e-003	-2.01570e-002
-1.084250000000e-003	-2.01570e-002
-1.079050000000e-003	-1.61369e-002
-1.073850000000e-003	-2.01570e-002
-1.068650000000e-003	-1.21168e-002
-1.063450000000e-003	-2.01570e-002
-1.058250000000e-003	-1.61369e-002
-1.053050000000e-003	-1.61369e-002
-1.047850000000e-003	-1.61369e-002
-1.042650000000e-003	-1.21168e-002
-1.037450000000e-003	-1.61369e-002
-1.032250000000e-003	-1.61369e-002
-1.027050000000e-003	-2.01570e-002
-1.021850000000e-003	-1.61369e-002
-1.016650000000e-003	-1.61369e-002
-1.011450000000e-003	-1.21168e-002
-1.006250000000e-003	-1.21168e-002
-1.001050000000e-003	-1.61369e-002
-9.958500000000e-004	-1.21168e-002
-9.906500000000e-004	-1.61369e-002
-9.854500000000e-004	-1.61369e-002
-9.802500000000e-004	-1.61369e-002
-9.750500000000e-004	-1.21168e-002
-9.698500000000e-004	-1.61369e-002
-9.646500000000e-004	-1.61369e-002
-9.594500000000e-004	-1.61369e-002
-9.542500000000e-004	-1.21168e-002
-9.490500000000e-004	-1.21168e-002
-9.438500000000e-004	-1.21168e-002
-9.386500000000e-004	-8.09675e-003
-9.334500000000e-004	-2.01570e-002
-9.282500000000e-004	-1.61369e-002
-9.230500000000e-004	-1.61369e-002
-9.178500000000e-004	-1.61369e-002
-9.126500000000e-004	-1.21168e-002
-9.074500000000e-004	-1.61369e-002
-9.022500000000e-004	-1.21168e-002
-8.970500000000e-004	-1.21168e-002
-8.918500000000e-004	-1.21168e-002
-8.866500000000e-004	-1.21168e-002
-8.814500000000e-004	-1.21168e-002
-8.762500000000e-004	-1.21168e-002
-8.710500000000e-004	-8.09675e-003
-8.658500000000e-004	-8.09675e-003
-8.606500000000e-004	-4.07663e-003
-8.554500000000e-004	-8.09675e-003
-8.502500000000e-004	-5.65350e-005
-8.450500000000e-004	-5.65350e-005
-8.398500000000e-004	-4.07663e-003
-8.346500000000e-004	-5.65350e-005
-8.294500000000e-004	-4.07663e-003
-8.242500000000e-004	3.96356e-003
-8.190500000000e-004	-5.65350e-005
-8.138500000000e-004	7.98365e-003
-8.086500000000e-004	3.96356e-003
-8.034500000000e-004	1.20038e-002
-7.982500000000e-004	1.20038e-002
-7.930500000000e-004	1.20038e-002
-7.878500000000e-004	2.00440e-002
-7.826500000000e-004	2.40641e-002
-7.774500000000e-004	3.21043e-002
-7.722500000000e-004	3.61244e-002
-7.670500000000e-004	4.41646e-002
-7.618500000000e-004	6.02450e-002
-7.566500000000e-004	6.42651e-002
-7.514500000000e-004	7.63254e-002
-7.462500000000e-004	9.24058e-002
-7.410500000000e-004	1.00446e-001
-7.358500000000e-004	1.16526e-001
-7.306500000000e-004	1.36627e-001
-7.254500000000e-004	1.52707e-001
-7.202500000000e-004	1.76828e-001
-7.150500000000e-004	2.00948e-001
-7.098500000000e-004	2.25069e-001
-7.046500000000e-004	2.49190e-001
-6.994500000000e-004	2.73310e-001
-6.942500000000e-004	2.93411e-001
-6.890500000000e-004	3.17531e-001
-6.838500000000e-004	3.41652e-001
-6.786500000000e-004	3.65773e-001
-6.734500000000e-004	3.81853e-001
-6.682500000000e-004	4.05974e-001
-6.630500000000e-004	4.34114e-001
-6.578500000000e-004	4.54215e-001
-6.526500000000e-004	4.78335e-001
-6.474500000000e-004	4.98436e-001
-6.422500000000e-004	5.22557e-001
-6.370500000000e-004	5.38637e-001
-6.318500000000e-004	5.38637e-001
-6.266500000000e-004	5.30597e-001
-6.214500000000e-004	5.22557e-001
-6.162500000000e-004	5.18536e-001
-6.110500000000e-004	5.06476e-001
-6.058500000000e-004	4.90396e-001
-6.006500000000e-004	4.78335e-001
-5.954500000000e-004	4.54215e-001
-5.902500000000e-004	4.30094e-001
-5.850500000000e-004	4.09994e-001
-5.798500000000e-004	3.77833e-001
-5.746500000000e-004	3.49692e-001
-5.694500000000e-004	3.21552e-001
-5.642500000000e-004	2.97431e-001
-5.590500000000e-004	2.73310e-001
-5.538500000000e-004	2.49190e-001
-5.486500000000e-004	2.29089e-001
-5.434500000000e-004	2.08989e-001
-5.382500000000e-004	1.92908e-001
-5.330500000000e-004	1.68788e-001
-5.278500000000e-004	1.52707e-001
-5.226500000000e-004	1.32607e-001
-5.174500000000e-004	1.16526e-001
-5.122500000000e-004	1.04466e-001
-5.070500000000e-004	8.83857e-002
-5.018500000000e-004	8.03455e-002
-4.966500000000e-004	6.42651e-002
-4.914500000000e-004	6.02450e-002
-4.862500000000e-004	5.62249e-002
-4.810500000000e-004	4.41646e-002
-4.758500000000e-004	3.61244e-002
-4.706500000000e-004	3.21043e-002
-4.654500000000e-004	2.80842e-002
-4.602500000000e-004	2.80842e-002
-4.550500000000e-004	2.00440e-002
-4.498500000000e-004	2.40641e-002
-4.446500000000e-004	1.60239e-002
-4.394500000000e-004	7.98365e-003
-4.342500000000e-004	1.60239e-002
-4.290500000000e-004	3.96356e-003
-4.238500000000e-004	-5.65350e-005
-4.186500000000e-004	3.96356e-003
-4.134500000000e-004	3.96356e-003
-4.082500000000e-004	-5.65350e-005
-4.030500000000e-004	-4.07663e-003
-3.978500000000e-004	-8.09675e-003
-3.926500000000e-004	-5.65350e-005
-3.874500000000e-004	-8.09675e-003
-3.822500000000e-004	-4.07663e-003
-3.770500000000e-004	-8.09675e-003
-3.718500000000e-004	-8.09675e-003
-3.666500000000e-004	-1.21168e-002
-3.614500000000e-004	-1.21168e-002
-3.562500000000e-004	-1.21168e-002
-3.510500000000e-004	-1.21168e-002
-3.458500000000e-004	-1.21168e-002
-3.406500000000e-004	-1.21168e-002
-3.354500000000e-004	-8.09675e-003
-3.302500000000e-004	-1.21168e-002
-3.250500000000e-004	-1.61369e-002
-3.198500000000e-004	-1.21168e-002
-3.146500000000e-004	-1.61369e-002
-3.094500000000e-004	-1.21168e-002
-3.042500000000e-004	-1.21168e-002
-2.990500000000e-004	-1.61369e-002
-2.938500000000e-004	-1.61369e-002
-2.886500000000e-004	-1.21168e-002
-2.834500000000e-004	-1.61369e-002
-2.782500000000e-004	-1.21168e-002
-2.730500000000e-004	-1.21168e-002
-2.678500000000e-004	-1.61369e-002
-2.626500000000e-004	-1.61369e-002
-2.574500000000e-004	-1.21168e-002
-2.522500000000e-004	-1.61369e-002
-2.470500000000e-004	-1.61369e-002
-2.418500000000e-004	-2.01570e-002
-2.366500000000e-004	-1.61369e-002
-2.314500000000e-004	-2.01570e-002
-2.262500000000e-004	-1.21168e-002
-2.210500000000e-004	-1.21168e-002
-2.158500000000e-004	-1.61369e-002
-2.106500000000e-004	-1.61369e-002
-2.054500000000e-004	-1.61369e-002
-2.002500000000e-004	-1.61369e-002
-1.950500000000e-004	-2.01570e-002
-1.898500000000e-004	-1.61369e-002
-1.846500000000e-004	-1.61369e-002
-1.794500000000e-004	-1.61369e-002
-1.742500000000e-004	-2.01570e-002
-1.690500000000e-004	-1.61369e-002
-1.638500000000e-004	-1.61369e-002
-1.586500000000e-004	-1.61369e-002
-1.534500000000e-004	-1.61369e-002
-1.482500000000e-004	-1.61369e-002
-1.430500000000e-004	-1.61369e-002
-1.378500000000e-004	-2.01570e-002
-1.326500000000e-004	-1.61369e-002
-1.274500000000e-004	-2.01570e-002
-1.222500000000e-004	-2.01570e-002
-1.170500000000e-004	-1.61369e-002
-1.118500000000e-004	-2.01570e-002
-1.066500000000e-004	-2.01570e-002
-1.014500000000e-004	-2.41771e-002
-9.625000000000e-005	-2.01570e-002
-9.105000000000e-005	-1.61369e-002
-8.585000000000e-005	-2.01570e-002
-8.065000000000e-005	-2.01570e-002
-7.545000000000e-005	-2.01570e-002
-7.025000000000e-005	-1.61369e-002
-6.505000000000e-005	-2.81973e-002
-5.985000000000e-005	-2.01570e-002
-5.465000000000e-005	-2.01570e-002
-4.945000000000e-005	-1.61369e-002
-4.425000000000e-005	-1.61369e-002
-3.905000000000e-005	-1.61369e-002
-3.385000000000e-005	-1.61369e-002
-2.865000000000e-005	-2.41771e-002
-2.345000000000e-005	-1.61369e-002
-1.825000000000e-005	-2.01570e-002
-1.305000000000e-005	-1.61369e-002
-7.850000000000e-006	-1.61369e-002
-2.650000000001e-006	-2.01570e-002
2.550000000000e-006	-2.01570e-002
7.749999999999e-006	-2.01570e-002
1.295000000000e-005	-2.01570e-002
1.815000000000e-005	-2.01570e-002
2.335000000000e-005	-2.01570e-002
2.855000000000e-005	-1.61369e-002
3.375000000000e-005	-1.61369e-002
3.895000000000e-005	-2.41771e-002
4.415000000000e-005	-2.01570e-002
4.935000000000e-005	-1.61369e-002
5.455000000000e-005	-1.61369e-002
5.975000000000e-005	-2.01570e-002
6.495000000000e-005	-1.61369e-002
7.015000000000e-005	-1.61369e-002
7.535000000000e-005	-1.61369e-002
8.055000000000e-005	-2.01570e-002
8.575000000000e-005	-1.61369e-002
9.095000000000e-005	-2.01570e-002
9.615000000000e-005	-2.01570e-002
1.013500000000e-004	-2.41771e-002
1.065500000000e-004	-1.61369e-002
1.117500000000e-004	-2.01570e-002
1.169500000000e-004	-1.61369e-002
1.221500000000e-004	-1.61369e-002
1.273500000000e-004	-2.01570e-002
1.325500000000e-004	-1.61369e-002
1.377500000000e-004	-1.61369e-002
1.429500000000e-004	-1.61369e-002
1.481500000000e-004	-2.01570e-002
1.533500000000e-004	-2.01570e-002
1.585500000000e-004	-2.41771e-002
1.637500000000e-004	-1.61369e-002
1.689500000000e-004	-1.61369e-002
1.741500000000e-004	-1.61369e-002
1.793500000000e-004	-1.61369e-002
1.845500000000e-004	-2.41771e-002
1.897500000000e-004	-1.61369e-002
1.949500000000e-004	-2.01570e-002
2.001500000000e-004	-2.01570e-002
2.053500000000e-004	-1.61369e-002
2.105500000000e-004	-1.61369e-002
2.157500000000e-004	-2.01570e-002
2.209500000000e-004	-2.01570e-002
2.261500000000e-004	-1.61369e-002
2.313500000000e-004	-2.01570e-002
2.365500000000e-004	-1.61369e-002
2.417500000000e-004	-2.01570e-002
2.469500000000e-004	-2.01570e-002
2.521500000000e-004	-2.01570e-002
2.573500000000e-004	-1.61369e-002
2.625500000000e-004	-2.01570e-002
2.677500000000e-004	-1.61369e-002
2.729500000000e-004	-2.01570e-002
2.781500000000e-004	-2.01570e-002
2.833500000000e-004	-1.21168e-002
2.885500000000e-004	-1.61369e-002
2.937500000000e-004	-2.41771e-002
2.989500000000e-004	-1.61369e-002
3.041500000000e-004	-2.41771e-002
3.093500000000e-004	-1.61369e-002
3.145500000000e-004	-2.01570e-002
3.197500000000e-004	-2.01570e-002
3.249500000000e-004	-2.01570e-002
3.301500000000e-004	-1.61369e-002
3.353500000000e-004	-2.01570e-002
3.405500000000e-004	-1.61369e-002
3.457500000000e-004	-2.01570e-002
3.509500000000e-004	-1.61369e-002
3.561500000000e-004	-1.61369e-002
3.613500000000e-004	-1.61369e-002
3.665500000000e-004	-2.01570e-002
3.717500000000e-004	-2.01570e-002
3.769500000000e-004	-2.01570e-002
3.821500000000e-004	-2.01570e-002
3.873500000000e-004	-1.61369e-002
3.925500000000e-004	-2.01570e-002
3.977500000000e-004	-2.01570e-002
4.029500000000e-004	-2.41771e-002
4.081500000000e-004	-1.61369e-002
4.133500000000e-004	-2.01570e-002
4.185500000000e-004	-1.61369e-002
4.237500000000e-004	-2.41771e-002
4.289500000000e-004	-2.41771e-002
4.341500000000e-004	-2.01570e-002
4.393500000000e-004	-2.01570e-002
4.445500000000e-004	-2.01570e-002
4.497500000000e-004	-2.01570e-002
4.549500000000e-004	-2.01570e-002
4.601500000000e-004	-1.61369e-002
4.653500000000e-004	-1.61369e-002
4.705500000000e-004	-1.61369e-002
4.757500000000e-004	-2.41771e-002
4.809500000000e-004	-2.01570e-002
4.861500000000e-004	-1.61369e-002
4.913500000000e-004	-1.61369e-002
4.965500000000e-004	-2.01570e-002
5.017500000000e-004	-1.61369e-002
5.069500000000e-004	-1.61369e-002
5.121500000000e-004	-2.01570e-002
5.173500000000e-004	-1.61369e-002
5.225500000000e-004	-2.01570e-002
5.277500000000e-004	-2.01570e-002
5.329500000000e-004	-2.01570e-002
5.381500000000e-004	-1.61369e-002
5.433500000000e-004	-1.61369e-002
5.485500000000e-004	-1.61369e-002
5.537500000000e-004	-1.61369e-002
5.589500000000e-004	-1.61369e-002
5.641500000000e-004	-2.01570e-002
5.693500000000e-004	-1.61369e-002
5.745500000000e-004	-2.01570e-002
5.797500000000e-004	-1.61369e-002
5.849500000000e-004	-2.41771e-002
5.901500000000e-004	-1.61369e-002
5.953500000000e-004	-1.61369e-002
6.005500000000e-004	-2.01570e-002
6.057500000000e-004	-2.41771e-002
6.109500000000e-004	-2.41771e-002
6.161500000000e-004	-2.01570e-002
6.213500000000e-004	-2.01570e-002
6.265500000000e-004	-1.61369e-002
6.317500000000e-004	-2.01570e-002
6.369500000000e-004	-2.01570e-002
6.421500000000e-004	-2.01570e-002
6.473500000000e-004	-1.61369e-002
6.525500000000e-004	-1.61369e-002
6.577500000000e-004	-1.61369e-002
6.629500000000e-004	-2.01570e-002
6.681500000000e-004	-2.41771e-002
6.733500000000e-004	-2.01570e-002
6.785500000000e-004	-2.01570e-002
6.837500000000e-004	-2.01570e-002
6.889500000000e-004	-1.61369e-002
6.941500000000e-004	-2.41771e-002
6.993500000000e-004	-1.61369e-002
7.045500000000e-004	-1.61369e-002
7.097500000000e-004	-1.61369e-002
7.149500000000e-004	-2.41771e-002
7.201500000000e-004	-2.01570e-002
7.253500000000e-004	-2.01570e-002
7.305500000000e-004	-2.01570e-002
7.357500000000e-004	-1.61369e-002
7.409500000000e-004	-2.01570e-002
7.461500000000e-004	-1.61369e-002
7.513500000000e-004	-2.01570e-002
7.565500000000e-004	-2.01570e-002
7.617500000000e-004	-2.01570e-002
7.669500000000e-004	-2.41771e-002
7.721500000000e-004	-2.01570e-002
7.773500000000e-004	-2.41771e-002
7.825500000000e-004	-1.61369e-002
7.877500000000e-004	-2.01570e-002
7.929500000000e-004	-1.61369e-002
7.981500000000e-004	-1.61369e-002
8.033500000000e-004	-1.61369e-002
8.085500000000e-004	-2.01570e-002
8.137500000000e-004	-2.01570e-002
8.189500000000e-004	-2.01570e-002
8.241500000000e-004	-1.61369e-002
8.293500000000e-004	-1.61369e-002
8.345500000000e-004	-2.01570e-002
8.397500000000e-004	-2.01570e-002
8.449500000000e-004	-2.01570e-002
8.501500000000e-004	-1.61369e-002
8.553500000000e-004	-1.61369e-002
8.605500000000e-004	-1.61369e-002
8.657500000000e-004	-1.61369e-002
8.709500000000e-004	-2.01570e-002
8.761500000000e-004	-2.01570e-002
8.813500000000e-004	-1.61369e-002
8.865500000000e-004	-2.01570e-002
8.917500000000e-004	-2.01570e-002
8.969500000000e-004	-2.01570e-002
9.021500000000e-004	-1.61369e-002
9.073500000000e-004	-1.61369e-002
9.125500000000e-004	-2.01570e-002
9.177500000000e-004	-1.61369e-002
9.229500000000e-004	-2.01570e-002
9.281500000000e-004	-1.61369e-002
9.333500000000e-004	-1.61369e-002
9.385500000000e-004	-1.61369e-002
9.437500000000e-004	-2.01570e-002
9.489500000000e-004	-2.01570e-002
9.541500000000e-004	-2.01570e-002
9.593500000000e-004	-2.01570e-002
9.645500000000e-004	-2.01570e-002
9.697500000000e-004	-1.61369e-002
9.749500000000e-004	-2.01570e-002
9.801500000000e-004	-2.41771e-002
9.853500000000e-004	-2.41771e-002
9.905500000000e-004	-2.01570e-002
9.957500000000e-004	-2.01570e-002
1.000950000000e-003	-1.61369e-002
1.006150000000e-003	-1.61369e-002
1.011350000000e-003	-2.01570e-002
1.016550000000e-003	-2.41771e-002
1.021750000000e-003	-2.41771e-002
1.026950000000e-003	-1.61369e-002
1.032150000000e-003	-2.41771e-002
1.037350000000e-003	-2.01570e-002
1.042550000000e-003	-1.61369e-002
1.047750000000e-003	-2.01570e-002
1.052950000000e-003	-1.61369e-002
1.058150000000e-003	-2.01570e-002
1.063350000000e-003	-2.01570e-002
1.068550000000e-003	-2.01570e-002
1.073750000000e-003	-2.01570e-002
1.078950000000e-003	-1.61369e-002
1.084150000000e-003	-2.41771e-002
1.089350000000e-003	-2.01570e-002
1.094550000000e-003	-1.61369e-002
1.099750000000e-003	-2.01570e-002
1.104950000000e-003	-2.01570e-002
1.110150000000e-003	-2.01570e-002
1.115350000000e-003	-1.61369e-002
1.120550000000e-003	-2.01570e-002
1.125750000000e-003	-2.01570e-002
1.130950000000e-003	-1.61369e-002
1.136150000000e-003	-2.01570e-002
1.141350000000e-003	-2.01570e-002
1.146550000000e-003	-2.41771e-002
1.151750000000e-003	-2.01570e-002
1.156950000000e-003	-2.01570e-002
1.162150000000e-003	-1.61369e-002
1.167350000000e-003	-1.61369e-002
1.172550000000e-003	-2.01570e-002
1.177750000000e-003	-2.01570e-002
1.182950000000e-003	-1.61369e-002
1.188150000000e-003	-1.61369e-002
1.193350000000e-003	-2.41771e-002
1.198550000000e-003	-2.41771e-002
1.203750000000e-003	-2.01570e-002
1.208950000000e-003	-1.61369e-002
1.214150000000e-003	-2.01570e-002
1.219350000000e-003	-1.61369e-002
1.224550000000e-003	-1.61369e-002
1.229750000000e-003	-1.61369e-002
1.234950000000e-003	-2.01570e-002
1.240150000000e-003	-2.01570e-002
1.245350000000e-003	-2.01570e-002
1.250550000000e-003	-2.01570e-002
1.255750000000e-003	-2.01570e-002
1.260950000000e-003	-2.41771e-002
1.266150000000e-003	-2.41771e-002
1.271350000000e-003	-2.01570e-002
1.276550000000e-003	-2.41771e-002
1.281750000000e-003	-2.41771e-002
1.286950000000e-003	-2.41771e-002
1.292150000000e-003	-2.01570e-002
1.297350000000e-003	-2.01570e-002
1.302550000000e-003	-2.41771e-002
1.307750000000e-003	-1.61369e-002
1.312950000000e-003	-2.41771e-002
1.318150000000e-003	-1.61369e-002
1.323350000000e-003	-2.41771e-002
1.328550000000e-003	-2.41771e-002
1.333750000000e-003	-1.61369e-002
1.338950000000e-003	-1.61369e-002
1.344150000000e-003	-1.61369e-002
1.349350000000e-003	-2.41771e-002
1.354550000000e-003	-2.01570e-002
1.359750000000e-003	-1.61369e-002
1.364950000000e-003	-2.01570e-002
1.370150000000e-003	-1.61369e-002
1.375350000000e-003	-2.01570e-002
1.380550000000e-003	-2.01570e-002
1.385750000000e-003	-2.41771e-002
1.390950000000e-003	-2.01570e-002
1.396150000000e-003	-2.01570e-002
1.401350000000e-003	-2.01570e-002
1.406550000000e-003	-2.01570e-002
1.411750000000e-003	-1.61369e-002
1.416950000000e-003	-1.61369e-002
1.422150000000e-003	-1.61369e-002
1.427350000000e-003	-2.01570e-002
1.432550000000e-003	-2.41771e-002
1.437750000000e-003	-1.61369e-002
1.442950000000e-003	-2.41771e-002
1.448150000000e-003	-2.01570e-002
1.453350000000e-003	-1.61369e-002
1.458550000000e-003	-2.41771e-002
1.463750000000e-003	-2.41771e-002
1.468950000000e-003	-2.01570e-002
1.474150000000e-003	-1.61369e-002
1.479350000000e-003	-2.41771e-002
1.484550000000e-003	-1.61369e-002
1.489750000000e-003	-2.41771e-002
1.494950000000e-003	-2.01570e-002
1.500150000000e-003	-2.41771e-002
1.505350000000e-003	-1.61369e-002
1.510550000000e-003	-1.61369e-002
1.515750000000e-003	-2.01570e-002
1.520950000000e-003	-2.01570e-002
1.526150000000e-003	-2.01570e-002
1.531350000000e-003	-2.01570e-002
1.536550000000e-003	-2.01570e-002
1.541750000000e-003	-2.01570e-002
1.546950000000e-003	-2.41771e-002
1.552150000000e-003	-2.01570e-002
1.557350000000e-003	-1.61369e-002
1.562550000000e-003	-2.01570e-002
1.567750000000e-003	-2.01570e-002
1.572950000000e-003	-1.61369e-002
1.578150000000e-003	-1.61369e-002
1.583350000000e-003	-2.01570e-002
1.588550000000e-003	-1.61369e-002
1.593750000000e-003	-2.01570e-002
1.598950000000e-003	-1.61369e-002
1.604150000000e-003	-2.41771e-002
1.609350000000e-003	-2.01570e-002
1.614550000000e-003	-2.01570e-002
1.619750000000e-003	-2.41771e-002
1.624950000000e-003	-1.61369e-002
1.630150000000e-003	-1.61369e-002
1.635350000000e-003	-2.01570e-002
1.640550000000e-003	-2.01570e-002
1.645750000000e-003	-1.61369e-002
1.650950000000e-003	-2.41771e-002
1.656150000000e-003	-2.41771e-002
1.661350000000e-003	-1.61369e-002
1.666550000000e-003	-1.61369e-002
1.671750000000e-003	-1.61369e-002
1.676950000000e-003	-2.41771e-002
1.682150000000e-003	-2.01570e-002
1.687350000000e-003	-1.61369e-002
1.692550000000e-003	-2.01570e-002
1.697750000000e-003	-1.61369e-002
1.702950000000e-003	-2.41771e-002
1.708150000000e-003	-2.01570e-002
1.713350000000e-003	-2.01570e-002
1.718550000000e-003	-2.01570e-002
1.723750000000e-003	-2.01570e-002
1.728950000000e-003	-2.01570e-002
1.734150000000e-003	-2.01570e-002
1.739350000000e-003	-2.41771e-002
1.744550000000e-003	-2.41771e-002
1.749750000000e-003	-2.01570e-002
1.754950000000e-003	-1.61369e-002
1.760150000000e-003	-2.41771e-002
1.765350000000e-003	-2.01570e-002
1.770550000000e-003	-2.01570e-002
1.775750000000e-003	-2.01570e-002
1.780950000000e-003	-1.61369e-002
1.786150000000e-003	-2.41771e-002
1.791350000000e-003	-2.41771e-002
1.796550000000e-003	-2.41771e-002
1.801750000000e-003	-1.61369e-002
1.806950000000e-003	-1.61369e-002
1.812150000000e-003	-2.41771e-002
1.817350000000e-003	-2.01570e-002
1.822550000000e-003	-1.61369e-002
1.827750000000e-003	-2.01570e-002
1.832950000000e-003	-2.01570e-002
1.838150000000e-003	-1.61369e-002
1.843350000000e-003	-2.01570e-002
1.848550000000e-003	-1.61369e-002
1.853750000000e-003	-2.01570e-002
1.858950000000e-003	-2.01570e-002
1.864150000000e-003	-1.61369e-002
1.869350000000e-003	-1.61369e-002
1.874550000000e-003	-1.61369e-002
1.879750000000e-003	-1.61369e-002
1.884950000000e-003	-1.61369e-002
1.890150000000e-003	-2.41771e-002
1.895350000000e-003	-2.41771e-002
1.900550000000e-003	-2.01570e-002
1.905750000000e-003	-2.01570e-002
1.910950000000e-003	-2.01570e-002
1.916150000000e-003	-2.01570e-002
1.921350000000e-003	-2.01570e-002
1.926550000000e-003	-2.41771e-002
1.931750000000e-003	-1.61369e-002
1.936950000000e-003	-2.01570e-002
1.942150000000e-003	-1.61369e-002
1.947350000000e-003	-1.61369e-002
1.952550000000e-003	-2.01570e-002
1.957750000000e-003	-2.01570e-002
1.962950000000e-003	-2.01570e-002
1.968150000000e-003	-2.41771e-002
1.973350000000e-003	-2.01570e-002
1.978550000000e-003	-2.01570e-002
1.983750000000e-003	-2.01570e-002
1.988950000000e-003	-2.41771e-002
1.994150000000e-003	-2.41771e-002
1.999350000000e-003	-2.41771e-002
2.004550000000e-003	-1.21168e-002
2.009750000000e-003	-1.61369e-002
2.014950000000e-003	-1.61369e-002
2.020150000000e-003	-2.01570e-002
2.025350000000e-003	-2.01570e-002
2.030550000000e-003	-2.01570e-002
2.035750000000e-003	-1.61369e-002
2.040950000000e-003	-2.01570e-002
2.046150000000e-003	-2.01570e-002
2.051350000000e-003	-2.41771e-002
2.056550000000e-003	-2.41771e-002
2.061750000000e-003	-2.01570e-002
2.066950000000e-003	-2.01570e-002
2.072150000000e-003	-2.01570e-002
2.077350000000e-003	-2.01570e-002
2.082550000000e-003	-2.41771e-002
2.087750000000e-003	-2.01570e-002
2.092950000000e-003	-2.01570e-002
2.098150000000e-003	-1.61369e-002
2.103350000000e-003	-2.41771e-002
2.108550000000e-003	-2.41771e-002
2.113750000000e-003	-2.01570e-002
2.118950000000e-003	-1.61369e-002
2.124150000000e-003	-2.01570e-002
2.129350000000e-003	-2.01570e-002
2.134550000000e-003	-2.01570e-002
2.139750000000e-003	-2.01570e-002
2.144950000000e-003	-1.61369e-002
2.150150000000e-003	-2.01570e-002
2.155350000000e-003	-2.01570e-002
2.160550000000e-003	-1.61369e-002
2.165750000000e-003	-2.01570e-002
2.170950000000e-003	-2.01570e-002
2.176150000000e-003	-2.01570e-002
2.181350000000e-003	-1.61369e-002
2.186550000000e-003	-1.61369e-002
2.191750000000e-003	-2.41771e-002
2.196950000000e-003	-2.01570e-002
2.202150000000e-003	-1.61369e-002
2.207350000000e-003	-2.41771e-002
2.212550000000e-003	-1.61369e-002
2.217750000000e-003	-2.01570e-002
2.222950000000e-003	-2.01570e-002
2.228150000000e-003	-2.41771e-002
2.233350000000e-003	-2.41771e-002
2.238550000000e-003	-2.01570e-002
2.243750000000e-003	-2.01570e-002
2.248950000000e-003	-1.61369e-002
2.254150000000e-003	-2.01570e-002
2.259350000000e-003	-2.01570e-002
2.264550000000e-003	-2.01570e-002
2.269750000000e-003	-2.41771e-002
2.274950000000e-003	-2.01570e-002
2.280150000000e-003	-1.61369e-002
2.285350000000e-003	-1.61369e-002
2.290550000000e-003	-2.01570e-002
2.295750000000e-003	-2.01570e-002
2.300950000000e-003	-2.01570e-002
2.306150000000e-003	-2.41771e-002
2.311350000000e-003	-2.41771e-002
2.316550000000e-003	-2.01570e-002
2.321750000000e-003	-2.01570e-002
2.326950000000e-003	-2.01570e-002
2.332150000000e-003	-2.01570e-002
2.337350000000e-003	-1.61369e-002
2.342550000000e-003	-2.41771e-002
2.347750000000e-003	-2.01570e-002
2.352950000000e-003	-2.01570e-002
2.358150000000e-003	-2.01570e-002
2.363350000000e-003	-1.61369e-002
2.368550000000e-003	-2.01570e-002
2.373750000000e-003	-2.01570e-002
2.378950000000e-003	-2.01570e-002
2.384150000000e-003	-2.01570e-002
2.389350000000e-003	-2.01570e-002
2.394550000000e-003	-1.61369e-002
2.399750000000e-003	-2.01570e-002
2.404950000000e-003	-1.61369e-002
2.410150000000e-003	-1.61369e-002
2.415350000000e-003	-1.61369e-002
2.420550000000e-003	-1.61369e-002
2.425750000000e-003	-2.01570e-002
2.430950000000e-003	-2.01570e-002
2.436150000000e-003	-1.61369e-002
2.441350000000e-003	-2.01570e-002
2.446550000000e-003	-2.01570e-002
2.451750000000e-003	-2.01570e-002
2.456950000000e-003	-1.61369e-002
2.462150000000e-003	-1.61369e-002
2.467350000000e-003	-1.61369e-002
2.472550000000e-003	-1.61369e-002
2.477750000000e-003	-2.01570e-002
2.482950000000e-003	-1.61369e-002
2.488150000000e-003	-2.01570e-002
2.493350000000e-003	-2.01570e-002
