# laser 1 log-file
# log-file start-timestamp: 08.11.2011, 10:45
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
490305529	9.838274	0	-60.769739	-60.769739	0	3.000000	-3.000000
490306518	3.395768	0	-58.891377	-58.891377	0	3.000000	-3.000000
490307516	3.240735	0	-56.697185	-56.697185	0	3.000000	-3.000000
490308608	5.111056	0	-62.500575	-62.500575	0	3.000000	-3.000000
490309654	5.097820	0	-57.180262	-57.180262	0	3.000000	-3.000000
490310679	4.885998	0	-60.011085	-60.011085	0	3.000000	-3.000000
490311726	4.116453	0	-58.930517	-58.930517	0	3.000000	-3.000000
490312726	3.437503	0	-55.328670	-55.328670	0	3.000000	-3.000000
490314294	4.565334	0	-58.428020	-58.428020	0	3.000000	-3.000000
490315278	3.272298	0	-60.871553	-60.871553	0	3.000000	-3.000000
490316308	3.776276	0	-64.842294	-64.842294	0	3.000000	-3.000000
490317310	3.896250	0	-63.463612	-63.463612	0	3.000000	-3.000000
490318453	3.561209	0	-65.500334	-65.500334	0	3.000000	-3.000000
490319663	4.329125	0	-63.620527	-63.620527	0	3.000000	-3.000000
490321643	3.217003	0	-71.203157	-71.203157	0	3.000000	-3.000000
490322634	4.738417	0	-72.783775	-72.783775	0	3.000000	-3.000000
490323599	4.466532	0	-64.685645	-64.685645	0	3.000000	-3.000000
490324999	3.035735	0	-70.795812	-70.795812	0	3.000000	-3.000000
490326343	3.125350	0	-70.592140	-70.592140	0	3.000000	-3.000000
490327474	4.084647	0	-69.370106	-69.370106	0	3.000000	-3.000000
490328519	4.979786	0	-66.416859	-66.416859	0	3.000000	-3.000000
490329521	3.648788	0	-69.064598	-69.064598	0	3.000000	-3.000000
490330554	5.286176	0	-69.322104	-69.322104	0	3.000000	-3.000000
490331544	3.375867	0	-69.981123	-69.981123	0	3.000000	-3.000000
490333524	3.822928	0	-61.019545	-61.019545	0	3.000000	-3.000000
490334562	4.551080	0	-71.052939	-71.052939	0	3.000000	-3.000000
490335628	4.189538	0	-67.740729	-67.740729	0	3.000000	-3.000000
490336718	2.673632	0	-69.831173	-69.831173	0	3.000000	-3.000000
490337708	4.449266	0	-66.471316	-66.471316	0	3.000000	-3.000000
490338698	4.072555	0	-61.278809	-61.278809	0	3.000000	-3.000000
490339953	4.342292	0	-69.064598	-69.064598	0	3.000000	-3.000000
490340954	2.195587	0	-69.370106	-69.370106	0	3.000000	-3.000000
490342032	3.036753	0	-67.333384	-67.333384	0	3.000000	-3.000000
490343060	3.291642	0	-70.543870	-70.543870	0	3.000000	-3.000000
490344108	5.090693	0	-69.423918	-69.423918	0	3.000000	-3.000000
490345428	3.776083	0	-66.926040	-66.926040	0	3.000000	-3.000000
490346473	2.333574	0	-68.609407	-68.609407	0	3.000000	-3.000000
490347628	4.217034	0	-61.528725	-61.528725	0	3.000000	-3.000000
490348969	3.276068	0	-66.416859	-66.416859	0	3.000000	-3.000000
490349884	3.389106	0	-66.926040	-66.926040	0	3.000000	-3.000000
490350843	3.723333	0	-68.405779	-68.405779	0	3.000000	-3.000000
490351802	5.645794	0	-67.842565	-67.842565	0	3.000000	-3.000000
490352823	3.229223	0	-66.416859	-66.416859	0	3.000000	-3.000000
490354088	5.553124	0	-64.991153	-64.991153	0	3.000000	-3.000000
490355133	4.485881	0	-74.869257	-74.869257	0	3.000000	-3.000000
490356137	4.134546	0	-66.416859	-66.416859	0	3.000000	-3.000000
490357568	4.293411	0	-68.555418	-68.555418	0	3.000000	-3.000000
490358729	3.029981	0	-68.813034	-68.813034	0	3.000000	-3.000000
490359812	3.045918	0	-67.944401	-67.944401	0	3.000000	-3.000000
490361418	3.877919	0	-70.082959	-70.082959	0	3.000000	-3.000000
490362463	4.351525	0	-65.758619	-65.758619	0	3.000000	-3.000000
490364088	2.413516	0	-64.685645	-64.685645	0	3.000000	-3.000000
490365103	2.564233	0	-63.361776	-63.361776	0	3.000000	-3.000000
490366062	4.920721	0	-68.453581	-68.453581	0	3.000000	-3.000000
490367032	3.521742	0	-61.686064	-61.686064	0	3.000000	-3.000000
490368238	2.783591	0	-61.278809	-61.278809	0	3.000000	-3.000000
490369239	3.645954	0	-68.507593	-68.507593	0	3.000000	-3.000000
490370363	4.895211	0	-62.398761	-62.398761	0	3.000000	-3.000000
490371397	2.952229	0	-64.991153	-64.991153	0	3.000000	-3.000000
490372432	4.437000	0	-67.435220	-67.435220	0	3.000000	-3.000000
490373472	3.145030	0	-64.027783	-64.027783	0	3.000000	-3.000000
490374848	4.072555	0	-64.129597	-64.129597	0	3.000000	-3.000000
490376629	2.311175	0	-63.009644	-63.009644	0	3.000000	-3.000000
490377609	3.551268	0	-65.351363	-65.351363	0	3.000000	-3.000000
490378829	4.913537	0	-67.082199	-67.082199	0	3.000000	-3.000000
490380039	3.623555	0	-68.405779	-68.405779	0	3.000000	-3.000000
490381084	3.070706	0	-62.907830	-62.907830	0	3.000000	-3.000000
