# 16:11 - 17:16 -> 65 min
# Number	beat-frequency [MHz]	sigma [MHz]
1146	19.0979	0.13374
1147	19.0135	0.24406
1148	14.9154	0.282022
1149	13.5902	0.186345
1150	18.4343	0.281375
1151	9.17136	0.245138
1152	15.7962	0.204165
1153	18.7981	0.269655
1154	17.0601	0.20784
1155	8.92485	0.352924
1156	11.166	0.545797
1157	9.7438	0.317851
1158	7.79899	0.288901
1159	9.30539	0.255917
1160	12.7729	0.39213
1161	9.31066	0.203089
1162	12.1404	0.208591
1163	13.8655	0.26335
1164	15.7653	0.159199
1165	16.7944	0.230138
1166	14.9416	0.173613
1167	12.9453	0.278347
1168	15.6253	0.192949
1169	12.5772	0.312306
1170	11.7734	0.217329
1171	11.8656	0.218193
1172	12.1415	0.254374
1173	11.6811	0.418971
1174	13.0066	0.395083
1175	10.1862	0.317359
1176	16.2275	0.218848
1177	11.4888	0.317598
1178	10.8589	0.240306
1179	18.3766	0.244719
1180	14.7506	0.379092
1181	14.933	0.279443
1182	14.6096	0.2892
1183	16.0677	0.326491
1184	14.7591	0.17617
1185	20.188	0.240442
1186	11.7567	0.31373
1187	13.0926	0.241236
1188	14.3474	0.281865
1189	16.062	0.289239
1190	7.50935	0.292534
1191	14.8887	0.205941
1192	10.6805	0.226502
1193	15.7517	0.157548
1194	13.3214	0.165656
1195	12.613	0.276937
1196	13.0735	0.246426
1197	16.683	0.254163
1198	11.6684	0.221051
1199	20.363	0.243635
1200	13.8238	0.289128
1201	12.1587	0.536687
1202	12.0848	0.214673
1203	12.7798	0.27541
1204	11.9631	0.340829
1205	12.6369	0.451068
1206	14.2549	0.19408
1207	16.5296	0.231712
1208	14.268	0.166638
1209	13.3978	0.45777
1210	9.72971	0.442387
1211	11.359	0.300946
1212	9.32628	0.252767
1213	9.4697	0.372068
1214	16.6829	0.23578
1215	19.5885	0.180381
1216	14.3045	0.325661
1217	18.4237	0.19934
1218	16.6913	0.143823
1219	13.5969	0.287588
1220	12.1037	0.350367
1221	17.3991	0.260156
1222	19.6999	0.329053
1223	11.0731	0.265889
1224	16.7955	0.315589
1225	11.876	0.203369
1226	13.9542	0.274516
1227	13.0107	0.2665
1228	19.4818	0.104012
1229	16.39	0.214777
1230	18.0121	0.165297
1231	16.5317	0.421997
1232	12.3098	0.217533
1233	13.8891	0.349846
1234	16.9764	0.231179
1235	15.9862	0.290716
1236	15.4758	0.324481
1237	17.9742	0.211081
1238	12.7783	0.399541
1239	18.9897	0.129047
1240	14.3431	0.400386
1241	16.1478	0.233124
1242	12.3674	0.231494
1243	8.58873	0.2786
1244	11.7368	0.276453
1245	10.6889	0.143011
1246	11.5578	0.184591
1247	11.6832	0.395821
1248	12.8825	0.490502
1249	13.0592	0.298301
1250	16.6071	0.309892
1251	13.1634	0.195025
1252	10.2378	0.298666
1253	10.9809	0.20494
1254	13.2107	0.290238
1255	7.73578	0.295868
1256	17.3982	0.334062
1257	11.6765	0.308464
1258	16.6765	0.208196
1259	16.4327	0.233918
1260	17.2225	0.186596
1261	17.3686	0.301835
1262	13.511	0.200859
1263	12.6885	0.368728
1264	7.46004	0.319246
1265	8.69425	0.314922
1266	15.3448	0.12939
1267	7.8823	0.419639
1268	15.1784	0.262534
1269	18.7276	0.112247
1270	16.2069	0.296674
1271	9.22968	0.287237
1272	14.0958	0.200237
1273	9.00327	0.228569
1274	6.52293	0.336752
1275	8.44013	0.224938
1276	16.3704	0.202267
1277	6.9525	0.270599
1278	12.8362	0.238308
1279	11.3804	0.26831
1280	12.7189	0.211211
1281	12.7562	0.171798
1282	15.4291	0.484248
1283	15.6589	0.30594
1284	11.0262	0.130357
1285	14.9889	0.240827
1286	9.67653	0.295631
1287	12.3079	0.39173
1288	8.69947	0.232041
1289	9.39595	0.392153
1290	8.11602	0.341434
1291	9.11498	0.351087
1292	10.5015	0.381663
1293	11.6018	0.339337
1294	9.04968	0.199405
1295	14.1439	0.184198
1296	11.0976	0.205305
1297	9.12732	0.31116
1298	10.8035	0.247737
1299	9.32675	0.217021
1300	11.2472	0.365781
1301	10.7819	0.341761
1302	9.95311	0.277822
1303	11.114	0.331089
1304	6.6869	0.345796
1305	7.42821	0.336388
1306	7.54471	0.331298
1307	10.287	0.30979
1308	6.35803	0.324677
1309	8.29993	0.228017
1310	12.3669	0.196587
1311	10.4417	0.379973
1312	12.6719	0.272146
1313	14.3219	0.364062
1314	13.4126	0.179189
1315	15.9041	0.175662
1316	7.84373	0.41108
1317	11.6932	0.20663
1318	11.6691	0.224812
1319	16.5768	0.202563
1320	15.2904	0.237481
1321	16.6145	0.411327
1322	18.6061	0.278024
1323	15.6865	0.128487
1324	13.3006	0.340518
1325	13.6119	0.233657
1326	12.9355	0.22394
1327	11.1693	0.301647
1328	12.4059	0.300087
1329	14.5458	0.262509
1330	10.4163	0.228452
1331	11.8286	0.262019
1332	17.0308	0.18022
1333	10.2583	0.188492
1334	12.3016	0.230085
1335	17.6637	0.180745
1336	19.5145	0.206385
1337	13.064	0.249331
1338	14.6777	0.320236
1339	13.3449	0.249278
1340	14.2107	0.245287
1341	15.8246	0.221248
1342	15.4477	0.327998
1343	15.7491	0.27235
1344	12.6203	0.234061
1345	11.6382	0.490518
1346	11.0627	0.239311
1347	15.7941	0.201283
1348	7.66486	0.334253
1349	12.8485	0.368643
1350	7.13787	0.433545
1351	13.273	0.258425
1352	9.68357	0.197822
1353	12.9385	0.358112
1354	17.5477	0.263947
1355	9.46232	0.384004
1356	10.819	0.245083
1357	14.4962	0.218599
1358	17.2088	0.196923
1359	16.2715	0.15754
1360	14.7693	0.240389
1361	16.1282	0.201369
1362	13.6543	0.200128
1363	13.3376	0.257071
1364	17.8942	0.169318
1365	14.4818	0.22263
1366	15.4651	0.424377
1367	19.103	0.25359
1368	12.3871	0.184882
1369	15.9668	0.238497
1370	10.8957	0.162644
1371	10.2224	0.267497
1372	7.74837	0.363101
1373	18.7823	0.202945
1374	16.3427	0.233625
1375	10.696	0.277487
1376	13.7167	0.361371
1377	15.0102	0.240669
1378	12.4438	0.26929
1379	17.5167	0.205055
1380	12.4586	0.227021
1381	13.1787	0.256831
1382	14.4784	0.189242
1383	11.3234	0.426161
1384	17.9331	0.17083
1385	15.4592	0.311291
1386	11.6237	0.247462
1387	8.10645	0.359522
1388	23.8943	0.312314
1389	12.6634	0.48891
1390	16.8846	0.205426
1391	12.3143	0.38412
1392	14.9348	0.230694
1393	13.1307	0.309177
1394	15.5658	0.177497
1395	17.5251	0.16998
1396	16.8911	0.219078
1397	18.2283	0.263836
1398	18.0678	0.180227
1399	16.9253	0.364605
1400	12.0525	0.226726
1401	15.976	0.244286
1402	16.5128	0.154702
1403	16.5089	0.169658
1404	19.9786	0.305485
1405	21.3661	0.234567
1406	19.4668	0.319096
1407	19.7767	0.188835
1408	15.802	0.14716
1409	19.8429	0.290717
1410	18.9486	0.17803
1411	18.084	0.165616
1412	13.7575	0.262269
1413	20.3711	0.276829
1414	17.2642	0.322539
1415	19.7472	0.320267
1416	20.4005	0.249697
1417	15.5786	0.329809
1418	21.4739	0.189154
1419	21.2737	0.1841
1420	20.8826	0.21386
1421	17.4952	0.18488
1422	16.9877	0.270049
1423	18.3236	0.186638
1424	13.0356	0.260715
1425	18.7472	0.262376
1426	19.6963	0.190098
1427	23.9976	0.322354
1428	23.993	0.159613
1429	20.2579	0.223169
1430	23.315	0.236004
1431	18.1415	0.218409
1432	23.2772	0.110722
1433	15.5962	0.233888
1434	16.4739	0.381098
1435	23.0646	0.22406
1436	19.7304	0.204529
1437	19.7542	0.0886648
1438	21.29	0.257509
1439	20.2901	0.237823
1440	18.2776	0.196844
1441	19.5089	0.161708
1442	14.1841	0.247063
1443	19.2385	0.370825
1444	18.2298	0.204479
1445	15.2149	0.213851
1446	18.6356	0.162229
1447	22.4641	0.131861
1448	17.8229	0.197008
1449	18.9036	0.103971
1450	19.021	0.296712
1451	22.6399	0.263551
1452	23.6565	0.381039
1453	23.9101	0.176779
1454	17.5307	0.189547
1455	17.1447	0.414217
1456	17.8286	0.326873
1457	21.1772	0.250873
1458	18.7698	0.446577
1459	19.8803	0.309939
1460	14.5278	0.192479
1461	23.1521	0.107316
1463	17.1626	0.225475
1464	21.4767	0.196993
1465	19.5264	0.20539
1466	17.7776	0.175182
1467	16.7844	0.267109
1468	17.6407	0.169714
1469	17.8359	0.219476
1470	15.363	0.260371
1471	18.9243	0.18182
1472	23.069	0.229066
1473	22.9977	0.200294
1474	21.9589	0.146454
1475	16.7679	0.216189
1476	20.0572	0.225442
1477	20.2293	0.218485
1478	16.6373	0.238965
1479	15.0812	0.172296
1480	15.1589	0.287107
1481	18.4447	0.147288
1482	17.8593	0.310319
1483	14.0878	0.200431
1484	14.8457	0.3674
1485	19.114	0.215715
1486	13.5125	0.196331
1487	21.1407	0.147352
1488	17.3184	0.238953
1489	17.4099	0.214574
1490	21.9524	0.194251
1491	17.3369	0.247057
1492	14.6689	0.273705
1493	20.5614	0.197708
1494	13.1676	0.22654
1495	18.578	0.164505
1496	15.7758	0.196356
1497	16.6336	0.246716
1498	17.1347	0.397548
1499	19.5364	0.275246
1500	15.469	0.240357
1501	17.2555	0.203332
1502	17.7111	0.279284
1503	21.0704	0.194278
1504	23.406	0.140143
1505	11.8817	0.308314
1506	17.5495	0.262149
1507	17.4711	0.37493
1508	15.7484	0.235545
1509	18.6145	0.213652
1510	17.6837	0.220436
1511	15.6072	0.208809
1512	16.8953	0.26857
1513	13.0359	0.216955
1514	18.6101	0.146377
1515	18.6387	0.288134
1516	20.0144	0.163362
1517	20.2263	0.349736
1518	7.56076	0.241638
1519	14.1463	0.307082
1520	13.9935	0.229254
1521	15.648	0.296767
1522	18.2173	0.322548
1523	21.5357	0.237594
1524	19.8253	0.226756
1525	22.9223	0.208549
1526	23.9331	0.148061
1527	16.7019	0.323725
1528	17.2372	0.20211
1529	19.6134	0.317525
1530	18.1912	0.256526
1531	12.1768	0.471635
1532	16.2137	0.178237
1533	18.0502	0.265893
1534	19.8301	0.245064
1535	14.7649	0.301154
1536	15.8056	0.257834
1537	23.0169	0.274898
1538	17.2972	0.328418
1539	12.9859	0.225441
1540	17.5908	0.176264
1541	14.2339	0.247449
1542	19.8551	0.140218
1543	22.0395	0.238872
1544	20.4354	0.322924
1545	20.8864	0.236779
1546	21.2273	0.389455
1547	17.1656	0.24564
1548	21.8662	0.220769
1549	15.0739	0.147323
1550	15.8906	0.264989
1551	21.6621	0.171097
1552	21.625	0.233293
1553	16.0971	0.29287
1555	20.4145	0.296325
1557	23.5077	0.189167
1559	21.4784	0.260821
1560	20.9435	0.162123
1561	19.4586	0.406146
1564	20.5002	0.259297
1565	23.1714	0.208987
1566	23.4519	0.396446
1568	23.9204	0.203146
1569	19.2053	0.327995
1570	24.0386	0.247119
1571	20.788	0.149363
1572	20.9391	0.264986
1573	22.9848	0.165835
1574	18.5611	0.14551
1575	21.7557	0.243862
1576	21.3895	0.299065
1577	20.5555	0.163501
1578	17.1016	0.168804
1579	16.589	0.408441
1580	21.7088	0.154618
1581	22.5601	0.221311
1582	17.7739	0.21763
1584	22.7464	0.17295
1585	24.1153	0.239345
1586	22.0504	0.230308
1587	24.4507	0.206458
1588	18.6695	0.133283
1589	20.7783	0.275265
1590	23.4767	0.090867
1591	22.9325	0.15037
1592	23.4724	0.189732
1593	18.9783	0.228383
1594	23.8244	0.216387
1595	23.3907	0.226203
1596	18.7329	0.325866
1597	20.9979	0.255507
1598	18.8382	0.383578
1599	14.7531	0.265905
1600	18.4368	0.236426
1601	17.3436	0.319163
1602	13.386	0.292514
1603	14.3168	0.349852
1604	14.433	0.352596
1605	17.6342	0.230117
1606	20.6163	0.289008
1607	18.2123	0.206929
1608	18.2511	0.193785
1609	22.1376	0.224719
1610	17.729	0.267182
1611	17.5221	0.292538
1612	17.3978	0.28457
1613	16.5345	0.360944
1614	15.9736	0.25712
1615	14.4296	0.336161
1616	12.9069	0.434254
1617	13.5713	0.538042
1618	20.6161	0.240968
1619	17.7561	0.134281
1620	18.8898	0.231079
1621	19.2222	0.168437
1622	16.8177	0.201116
1623	20.7838	0.229157
1624	17.5783	0.103368
1625	14.1691	0.245334
1626	20.6654	0.29477
1627	21.2199	0.196166
1628	19.3384	0.143574
1629	18.9982	0.298262
1630	19.5067	0.259163
1631	14.6711	0.219546
1632	18.8877	0.196114
1633	22.1398	0.196681
1634	19.2584	0.162209
1635	18.6977	0.233378
1636	16.2844	0.16931
1637	19.9606	0.215265
1638	21.7442	0.305638
1639	21.3059	0.260901
1640	19.2266	0.206781
1641	18.7348	0.232557
1642	20.1076	0.23232
1643	24.6731	0.172411
1644	16.4698	0.285776
1645	23.1761	0.116241
1646	21.9556	0.154487
1647	16.9364	0.0760663
1648	20.4286	0.401874
1649	20.0118	0.206723
1650	19.285	0.265902
1651	19.8054	0.228978
1652	22.5255	0.175775
1653	23.5774	0.300314
1654	24.9219	0.128322
1655	18.0642	0.131436
1656	17.1663	0.2788
1657	18.3347	0.200753
1658	18.6672	0.152863
1659	19.9269	0.361266
1660	19.0058	0.156606
1661	19.9207	0.199339
1662	20.8755	0.211399
1663	18.7138	0.213109
1665	19.9443	0.165185
1666	17.4518	0.194392
1667	23.2863	0.16451
1668	17.255	0.194816
1669	20.5239	0.108206
1670	20.7385	0.192744
1671	18.3601	0.192838
1672	22.0633	0.188439
1673	17.407	0.198738
1674	16.3084	0.168028
1675	13.5431	0.312443
1676	12.1069	0.265075
1677	13.1046	0.26431
1678	23.486	0.131153
1679	20.2943	0.270581
1680	15.4205	0.25034
1681	21.3195	0.108333
1682	14.2228	0.187607
1683	18.0413	0.314781
1684	16.7898	0.168809
1685	18.5231	0.345567
1686	14.8401	0.204254
1687	23.3188	0.281983
1688	17.9198	0.160396
1689	16.0295	0.297433
1690	10.8634	0.238507
1691	12.8054	0.172532
1692	16.7062	0.260965
1693	17.9682	0.25193
1694	14.2043	0.230063
1695	15.9656	0.287194
1696	17.6477	0.248387
1697	19.411	0.188548
1698	8.09737	0.278289
1699	17.6148	0.25568
1700	20.8363	0.208465
1701	17.208	0.266278
1702	16.606	0.437233
1703	19.9651	0.196292
1704	17.719	0.205456
1705	18.0752	0.26687
1706	19.3201	0.162989
1707	11.5409	0.335052
1708	15.7168	0.202258
1709	18.5947	0.141684
1710	20.0288	0.132882
1711	18.3762	0.236396
1712	15.9919	0.159078
1713	20.1417	0.257511
1714	20.2258	0.282696
1715	20.7876	0.190632
1716	21.4891	0.169231
1717	17.4252	0.1552
1718	15.7581	0.257046
1719	16.6124	0.299493
1720	18.6412	0.2233
1721	17.1236	0.172577
1722	18.7633	0.182112
1723	14.7304	0.25907
1724	15.9933	0.152616
1725	18.1595	0.148666
1726	17.1288	0.236669
1727	16.9389	0.335533
1728	19.9564	0.242738
1729	18.556	0.282675
1730	22.2177	0.275344
1731	15.1169	0.160029
1732	20.3613	0.136661
1733	18.1686	0.204759
1734	19.5671	0.0532069
1735	20.6774	0.23828
1736	21.2161	0.226116
1737	19.6968	0.161966
1739	17.2361	0.180656
1740	15.4624	0.225003
1741	13.5023	0.298208
